id;date;titre_court_de;titre_court_fr;titre_court_en;titre_complet_de;titre_complet_fr;mot_cle;swissvoteslink;forme;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;cf-pos;legislature;annee_legislatur;info_br-de;info_br-fr;info_br-en;info_amt-de;info_amt-fr;info_amt-en;easyvideo_de;easyvideo_fr;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-ucsp;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;freigabe-summe;unbekannt-summe;neutral-summe;poster_ja_mfg;poster_nein_mfg;volk;stand;annahme;berecht;stimmen;bet;leer;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz;zh-berecht;zh-stimmen;zh-bet;zh-gultig;zh-ja;zh-nein;zh-japroz;zh-annahme;be-berecht;be-stimmen;be-bet;be-gultig;be-ja;be-nein;be-japroz;be-annahme;lu-berecht;lu-stimmen;lu-bet;lu-gultig;lu-ja;lu-nein;lu-japroz;lu-annahme;ur-berecht;ur-stimmen;ur-bet;ur-gultig;ur-ja;ur-nein;ur-japroz;ur-annahme;sz-berecht;sz-stimmen;sz-bet;sz-gultig;sz-ja;sz-nein;sz-japroz;sz-annahme;ow-berecht;ow-stimmen;ow-bet;ow-gultig;ow-ja;ow-nein;ow-japroz;ow-annahme;nw-berecht;nw-stimmen;nw-bet;nw-gultig;nw-ja;nw-nein;nw-japroz;nw-annahme;gl-berecht;gl-stimmen;gl-bet;gl-gultig;gl-ja;gl-nein;gl-japroz;gl-annahme;zg-berecht;zg-stimmen;zg-bet;zg-gultig;zg-ja;zg-nein;zg-japroz;zg-annahme;fr-berecht;fr-stimmen;fr-bet;fr-gultig;fr-ja;fr-nein;fr-japroz;fr-annahme;so-berecht;so-stimmen;so-bet;so-gultig;so-ja;so-nein;so-japroz;so-annahme;bs-berecht;bs-stimmen;bs-bet;bs-gultig;bs-ja;bs-nein;bs-japroz;bs-annahme;bl-berecht;bl-stimmen;bl-bet;bl-gultig;bl-ja;bl-nein;bl-japroz;bl-annahme;sh-berecht;sh-stimmen;sh-bet;sh-gultig;sh-ja;sh-nein;sh-japroz;sh-annahme;ar-berecht;ar-stimmen;ar-bet;ar-gultig;ar-ja;ar-nein;ar-japroz;ar-annahme;ai-berecht;ai-stimmen;ai-bet;ai-gultig;ai-ja;ai-nein;ai-japroz;ai-annahme;sg-berecht;sg-stimmen;sg-bet;sg-gultig;sg-ja;sg-nein;sg-japroz;sg-annahme;gr-berecht;gr-stimmen;gr-bet;gr-gultig;gr-ja;gr-nein;gr-japroz;gr-annahme;ag-berecht;ag-stimmen;ag-bet;ag-gultig;ag-ja;ag-nein;ag-japroz;ag-annahme;tg-berecht;tg-stimmen;tg-bet;tg-gultig;tg-ja;tg-nein;tg-japroz;tg-annahme;ti-berecht;ti-stimmen;ti-bet;ti-gultig;ti-ja;ti-nein;ti-japroz;ti-annahme;vd-berecht;vd-stimmen;vd-bet;vd-gultig;vd-ja;vd-nein;vd-japroz;vd-annahme;vs-berecht;vs-stimmen;vs-bet;vs-gultig;vs-ja;vs-nein;vs-japroz;vs-annahme;ne-berecht;ne-stimmen;ne-bet;ne-gultig;ne-ja;ne-nein;ne-japroz;ne-annahme;ge-berecht;ge-stimmen;ge-bet;ge-gultig;ge-ja;ge-nein;ge-japroz;ge-annahme;ju-berecht;ju-stimmen;ju-bet;ju-gultig;ju-ja;ju-nein;ju-japroz;ju-annahme;bkresults-de;bkresults-fr
418;12.03.1995;Landwirtschaftsartikel;Article sur l'agriculture;;Gegenentwurf der Bundesversammlung zur Volksinitiative «für eine umweltgerechte und leistungsfähige bäuerliche Landwirtschaft»;Arrêté fédéral concernant l'initiative populaire «pour une agriculture paysanne compétitive et respectueuse de l'environnement» (contre-projet);.;https://swissvotes.ch/vote/418.00;4;5;5,1;.;9;9,3;9,31;.;.;.;1;44;1991-1995;;;;;;;.;.;1;2;1;9999;1;2;9999;2;1;1;1;2;.;9999;.;1;9999;1;2;9999;9999;1;1;1;2;2;1;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;65,28;29,55;0,00;0,00;5,22;.;.;.;0;0;0;4583930;1738895;37,93;32030;836215;866107;49,12;9;14;39,13;771023;373129;48,39;362496;157256;205240;43,38;0;675990;265820;39,32;261975;126956;135019;48,46;0;227122;103439;45,54;101708;56742;44966;55,79;1;25403;8896;35,02;8637;4180;4457;48,40;0;79220;26523;33,48;26278;12020;14258;45,74;0;21175;7497;35,40;7390;3917;3473;53,00;1;25390;9813;38,65;9652;4780;4872;49,52;0;24752;9162;37,02;9106;3571;5535;39,22;0;59881;25257;42,18;24947;11979;12968;48,02;0;150418;50565;33,62;49928;34381;15547;68,86;1;162254;62693;38,64;62015;23614;38401;38,08;0;130161;52570;40,39;51833;20023;31810;38,63;0;172322;64908;37,67;63720;25362;38358;39,80;0;48672;32174;66,10;29387;12942;16445;44,04;0;35495;16830;47,42;16631;7669;8962;46,11;0;9868;4370;44,28;4320;2530;1790;58,56;1;280470;112580;40,14;111702;51801;59901;46,37;0;124758;40315;32,31;39486;18634;20852;47,19;0;340548;117183;34,41;115744;50224;65520;43,39;0;136638;63006;46,11;61738;33786;27952;54,72;1;187475;49878;26,61;47980;19424;28556;40,48;0;361994;101552;28,05;99441;70724;28717;71,12;1;176430;39431;22,35;38548;20534;18014;53,27;1;104031;29764;28,61;28734;17513;11221;60,95;1;204894;57101;27,87;54744;35913;18831;65,60;1;47546;14439;30,37;14182;9740;4442;68,68;1;https://www.bk.admin.ch/ch/d/pore/va/19950312/det418.html;https://www.bk.admin.ch/ch/f/pore/va/19950312/det418.html
419;12.03.1995;Milchwirtschaftsbeschluss;Arrêté sur l'économie laitière;;Milchwirtschaftsbeschluss 1988 (MWB 1988);Arrêté sur l'économie laitière 1988 (AEL 1988). Modification du 18 mars 1994;.;https://swissvotes.ch/vote/419.00;2;5;5,2;.;.;.;.;.;.;.;1;44;1991-1995;;;;;;;.;.;1;2;1;9999;2;2;9999;2;2;1;1;2;.;9999;.;1;9999;1;2;9999;9999;1;1;1;2;2;1;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;59,99;34,84;0,00;0,00;5,22;.;.;.;0;3;0;4583930;1738955;37,94;34956;620745;1078607;36,53;4;19;17,39;771023;372971;48,37;361817;110561;251256;30,56;0;675990;265837;39,33;261790;91602;170188;34,99;0;227122;103448;45,55;101513;43972;57541;43,32;0;25403;8904;35,05;8645;3325;5320;38,46;0;79220;26521;33,48;26261;8996;17265;34,26;0;21175;7496;35,40;7371;2634;4737;35,73;0;25390;9821;38,68;9656;3421;6235;35,43;0;24752;9169;37,04;9108;2640;6468;28,99;0;59881;25263;42,19;24947;8937;16010;35,82;0;150418;50578;33,62;49749;27319;22430;54,91;1;162254;62697;38,64;62007;16648;45359;26,85;0;130161;52675;40,47;51960;14483;37477;27,87;0;172322;64970;37,70;63789;17876;45913;28,02;0;48672;32177;66,11;29304;10488;18816;35,79;0;35495;16777;47,27;16559;5568;10991;33,63;0;9868;4370;44,28;4318;1781;2537;41,25;0;280470;112614;40,15;111733;37698;74035;33,74;0;124758;40148;32,18;39237;12857;26380;32,77;0;340548;117188;34,41;115717;35000;80717;30,25;0;136638;63041;46,14;61640;26650;34990;43,23;0;187475;49878;26,61;47853;16143;31710;33,73;0;361994;101550;28,05;98960;57189;41771;57,79;1;176430;39430;22,35;38378;16293;22085;42,45;0;104031;29705;28,55;28465;12376;16089;43,48;0;204894;57286;27,96;54450;28152;26298;51,70;1;47546;14441;30,37;14125;8136;5989;57,60;1;https://www.bk.admin.ch/ch/d/pore/va/19950312/det419.html;https://www.bk.admin.ch/ch/f/pore/va/19950312/det419.html
420;12.03.1995;Landwirtschaftsgesetz;Loi sur l'agriculture;;Landwirtschaftsgesetz;Loi fédérale sur l'agriculture. Modification du 8 octobre 1993;.;https://swissvotes.ch/vote/420.00;2;5;5,1;.;.;.;.;.;.;.;1;44;1991-1995;;;;;;;.;.;1;2;1;9999;2;2;9999;2;2;1;5;2;.;9999;.;1;9999;1;2;9999;9999;1;1;1;2;2;1;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;54,93;34,84;0,00;5,07;5,22;.;.;.;0;3;0;4583930;1738353;37,92;37002;569950;1126721;33,59;3;20;13,04;771023;373082;48,39;361454;98505;262949;27,25;0;675990;265827;39,32;261413;85331;176082;32,64;0;227122;103438;45,54;101439;39067;62372;38,51;0;25403;8895;35,02;8623;3192;5431;37,02;0;79220;26524;33,48;26256;8359;17897;31,84;0;21175;7496;35,40;7375;2376;4999;32,22;0;25390;9808;38,63;9649;3096;6553;32,09;0;24752;9166;37,03;9096;2617;6479;28,77;0;59881;25259;42,18;24901;7949;16952;31,92;0;150418;50565;33,62;49655;26328;23327;53,02;1;162254;62696;38,64;61984;15350;46634;24,76;0;130161;52650;40,45;51814;12788;39026;24,68;0;172322;64930;37,68;63669;15698;47971;24,66;0;48672;32065;65,88;29158;8508;20650;29,18;0;35495;16774;47,26;16551;5180;11371;31,30;0;9868;4377;44,36;4318;1694;2624;39,23;0;280470;112579;40,14;111554;34427;77127;30,86;0;124758;40066;32,11;39139;12696;26443;32,44;0;340548;117135;34,40;115606;31037;84569;26,85;0;136638;63045;46,14;61606;24384;37222;39,58;0;187475;49878;26,61;47845;15516;32329;32,43;0;361994;101518;28,04;98813;56188;42625;56,86;1;176430;39427;22,35;38318;13983;24335;36,49;0;104031;29706;28,55;28464;12078;16386;42,43;0;204894;57016;27,83;53879;25459;28420;47,25;0;47546;14431;30,35;14092;8144;5948;57,79;1;https://www.bk.admin.ch/ch/d/pore/va/19950312/det420.html;https://www.bk.admin.ch/ch/f/pore/va/19950312/det420.html
421;12.03.1995;Ausgabenbremse;Frein aux dépenses;;Bundesbeschluss über eine Ausgabenbremse;Arrêté fédéral instituant un frein aux dépenses;.;https://swissvotes.ch/vote/421.00;1;6;6,3;.;1;1,2;1,23;1;1,3;1,32;1;44;1991-1995;;;;;;;.;.;1;5;1;9999;1;2;9999;2;1;1;1;4;.;9999;.;1;9999;1;1;9999;9999;1;1;.;.;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;68,10;6,85;0,00;18,49;5,22;.;.;.;1;1;1;4583930;1735266;37,86;61545;1390831;277225;83,38;23;0;100,00;771023;371992;48,25;355482;307433;48049;86,48;1;675990;265830;39,32;257846;218222;39624;84,63;1;227122;103416;45,53;100231;82631;17600;82,44;1;25403;8866;34,90;8496;6520;1976;76,74;1;79220;26524;33,48;25941;20138;5803;77,63;1;21175;7493;35,39;7289;5497;1792;75,42;1;25390;9805;38,62;9491;7797;1694;82,15;1;24752;9162;37,02;8929;7454;1475;83,48;1;59881;25237;42,15;24613;20594;4019;83,67;1;150418;50516;33,58;49050;41650;7400;84,91;1;162254;62625;38,60;61192;48405;12787;79,10;1;130161;52530;40,36;50648;42664;7984;84,24;1;172322;64775;37,59;63051;54543;8508;86,51;1;48672;32119;65,99;28307;22588;5719;79,80;1;35495;16714;47,09;16367;13782;2585;84,21;1;9868;4359;44,17;4258;3520;738;82,67;1;280470;111990;39,93;110146;93839;16307;85,20;1;124758;39482;31,65;38122;29433;8689;77,21;1;340548;116785;34,29;113939;94583;19356;83,01;1;136638;62877;46,02;60663;51465;9198;84,84;1;187475;49878;26,61;42452;31500;10952;74,20;1;361994;101529;28,05;96845;81744;15101;84,41;1;176430;39422;22,34;38136;27019;11117;70,85;1;104031;29679;28,53;28221;22354;5867;79,21;1;204894;57240;27,94;54547;44284;10263;81,19;1;47546;14421;30,33;13794;11172;2622;80,99;1;https://www.bk.admin.ch/ch/d/pore/va/19950312/det421.html;https://www.bk.admin.ch/ch/f/pore/va/19950312/det421.html
422;25.06.1995;10. AHV-Revision;10e révision de l'AVS;;Bundesgesetz über die Alters- und Hinterlassenenversicherung;Loi fédérale sur l'assurance-vieillesse et survivants (LAVS). Modification du 7 octobre 1994 (10e révision de l'AVS);.;https://swissvotes.ch/vote/422.00;2;10;10,2;10,21;10;10,3;10,33;.;.;.;1;44;1991-1995;;;;;;;.;.;1;1;1;9999;1;1;9999;2;1;.;1;2;.;9999;.;1;9999;1;1;9999;9999;1;1;1;2;2;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;91,67;2,16;0,00;0,00;6,21;.;https://www.emuseum.ch/objects/228883/ https://www.emuseum.ch/objects/5613/;.;1;3;1;4591795;1856163;40,42;21621;1110053;718349;60,71;18;5;78,26;771795;349240;45,25;341433;234488;106945;68,68;1;676256;259640;38,39;257256;164487;92769;63,94;1;227615;91127;40,04;89953;58677;31276;65,23;1;25423;9222;36,27;8971;4556;4415;50,79;1;79667;28105;35,28;27750;17129;10621;61,73;1;21282;7950;37,36;7823;4773;3050;61,01;1;25500;16869;66,15;16415;10368;6047;63,16;1;24822;9028;36,37;8938;5559;3379;62,20;1;60062;26564;44,23;26320;17985;8335;68,33;1;151117;56252;37,22;55457;27480;27977;49,55;0;162645;80125;49,26;78958;44742;34216;56,67;1;129713;63761;49,16;63035;35240;27795;55,91;1;172792;71905;41,61;71203;42292;28911;59,40;1;48704;30373;62,36;28598;16615;11983;58,10;1;35481;15930;44,90;15787;10673;5114;67,61;1;9884;3429;34,69;3386;2327;1059;68,72;1;280665;106820;38,06;106068;69580;36488;65,60;1;124689;37623;30,17;36961;24125;12836;65,27;1;341556;118067;34,57;117019;74682;42337;63,82;1;137182;58294;42,49;57481;34895;22586;60,71;1;187855;66519;35,41;65616;25522;40094;38,90;0;362560;136274;37,59;134358;79383;54975;59,08;1;176863;61335;34,68;60289;30090;30199;49,91;0;104287;42335;40,59;41464;20503;20961;49,45;0;205488;87320;42,49;86170;45269;40901;52,53;1;47892;22056;46,05;21693;8613;13080;39,70;0;https://www.bk.admin.ch/ch/d/pore/va/19950625/det422.html;https://www.bk.admin.ch/ch/f/pore/va/19950625/det422.html
423;25.06.1995;Initiative «zum Ausbau von AHV und IV»;Initiative «pour l'extension de l'AVS et de l'AI»;;Volksinitiative «zum Ausbau von AHV und IV»;Initiative populaire «pour l'extension de l'AVS et de l'AI»;.;https://swissvotes.ch/vote/423.00;3;10;10,2;10,21;10;10,2;10,22;.;.;.;2;44;1991-1995;;;;;;;.;.;2;1;2;9999;2;1;9999;1;2;2;2;5;.;9999;.;2;9999;2;2;9999;9999;2;2;2;1;.;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;25,34;68,10;0,00;1,38;5,22;.;https://www.emuseum.ch/objects/228883/;https://www.emuseum.ch/objects/5613/;0;0;0;4591795;1852720;40,35;39614;499266;1307302;27,64;0;23;0,00;771795;347170;44,98;335814;90959;244855;27,09;0;676256;259637;38,39;255142;65677;189465;25,74;0;227615;91030;39,99;89062;21063;67999;23,65;0;25423;9207;36,22;8900;2121;6779;23,83;0;79667;28118;35,29;27521;5994;21527;21,78;0;21282;7949;37,35;7774;1356;6418;17,44;0;25500;16850;66,08;16266;3390;12876;20,84;0;24822;9020;36,34;8871;2018;6853;22,75;0;60062;26544;44,19;26183;5645;20538;21,56;0;151117;56178;37,18;54809;15067;39742;27,49;0;162645;80105;49,25;78306;22188;56118;28,33;0;129713;63541;48,99;62304;21962;40342;35,25;0;172792;71857;41,59;70717;20407;50310;28,86;0;48704;30375;62,37;28072;8853;19219;31,54;0;35481;15883;44,76;15644;2951;12693;18,86;0;9884;3428;34,68;3380;496;2884;14,67;0;280665;106652;38,00;105382;23946;81436;22,72;0;124689;37444;30,03;36554;9444;27110;25,84;0;341556;117849;34,50;116268;26688;89580;22,95;0;137182;58275;42,48;56907;12107;44800;21,28;0;187855;66519;35,41;64299;27724;36575;43,12;0;362560;136285;37,59;132022;40079;91943;30,36;0;176863;61343;34,68;59558;13915;45643;23,36;0;104287;42302;40,56;40796;14435;26361;35,38;0;205488;87118;42,40;84689;32012;52677;37,80;0;47892;22041;46,02;21328;8769;12559;41,11;0;https://www.bk.admin.ch/ch/d/pore/va/19950625/det423.html;https://www.bk.admin.ch/ch/f/pore/va/19950625/det423.html
424;25.06.1995;Gesetz über den Erwerb von Grundstücken durch Personen im Ausland;Loi sur l'acquisition d'immeubles par des personnes à l'étranger;;Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland;Loi fédérale sur l'acquisition d'immeubles par des personnes à l'étranger (LFAIE);Lockerung Lex Friedrich;https://swissvotes.ch/vote/424.00;2;9;9,1;9,12;10;10,3;10,31;4;4,4;4,41;1;44;1991-1995;;;;;;;.;.;1;1;1;9999;1;4;9999;5;2;.;1;1;.;9999;.;1;9999;1;1;9999;9999;1;1;1;1;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,99;18,49;11,90;.;1,89;6,07;.;0,39;0,78;3,39;1,00;5,07;1,38;.;.;18,00;.;3,04;2,83;0,22;.;4,60;83,59;3,39;0,00;0,78;6,21;.;.;.;0;3;0;4591795;1852627;40,35;48577;834673;962702;46,44;7;16;30,43;771795;347605;45,04;334344;151773;182571;45,39;0;676256;259639;38,39;253354;111491;141863;44,01;0;227615;90969;39,97;88612;37817;50795;42,68;0;25423;9211;36,23;8884;2921;5963;32,88;0;79667;28115;35,29;27503;9747;17756;35,44;0;21282;7946;37,34;7768;3029;4739;38,99;0;25500;16862;66,13;16296;6972;9324;42,78;0;24822;9026;36,36;8850;3364;5486;38,01;0;60062;26548;44,20;26077;12106;13971;46,42;0;151117;56155;37,16;54444;29294;25150;53,81;1;162645;80076;49,23;78200;29014;49186;37,10;0;129713;63204;48,73;61399;26230;35169;42,72;0;172792;71720;41,51;70185;29550;40635;42,10;0;48704;30393;62,40;27941;10931;17010;39,12;0;35481;15920;44,87;15692;6051;9641;38,56;0;9884;3429;34,69;3363;1292;2071;38,42;0;280665;106721;38,02;105344;42554;62790;40,40;0;124689;37366;29,97;36432;16446;19986;45,14;0;341556;117802;34,49;115771;46865;68906;40,48;0;137182;58298;42,50;56974;19593;37381;34,39;0;187855;66519;35,41;63878;36647;27231;57,37;1;362560;136310;37,60;131522;79966;51556;60,80;1;176863;61330;34,68;59917;39848;20069;66,51;1;104287;42325;40,59;40307;21131;19176;52,43;1;205488;87148;42,41;83597;49423;34174;59,12;1;47892;21990;45,92;20721;10618;10103;51,24;1;https://www.bk.admin.ch/ch/d/pore/va/19950625/det424.html;https://www.bk.admin.ch/ch/f/pore/va/19950625/det424.html
425;10.03.1996;Sprachenartikel;Article sur les langues;;Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV);Arrêté fédéral concernant la révision de l'article constitutionnel sur les langues (art. 116 cst.);.;https://swissvotes.ch/vote/425.00;1;12;12,2;.;.;.;.;.;.;.;1;45;1995-1999;;;;;;;.;.;1;1;1;9999;1;1;9999;1;2;1;2;3;.;9999;.;1;9999;1;1;9999;9999;1;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,18;21,79;14,90;.;1,79;5,04;.;0,30;1,20;3,13;1,30;3,97;0,94;.;.;16,79;.;2,69;1,83;.;.;4,20;87,51;7,10;0,94;0,00;4,50;.;https://www.emuseum.ch/objects/6526/ https://www.emuseum.ch/objects/6535/;.;1;1;1;4599427;1427282;31,03;41583;1052052;329153;76,17;23;0;100,00;771978;246027;31,87;236476;188055;48421;79,52;1;675696;209090;30,94;204112;150473;53639;73,72;1;227972;76310;33,47;74535;53328;21207;71,55;1;25357;11006;43,40;10446;6789;3657;64,99;1;80186;20992;26,18;20560;13638;6922;66,33;1;21412;5946;27,77;5728;3974;1754;69,38;1;25620;10790;42,12;10380;7135;3245;68,74;1;24712;10064;40,73;9720;7456;2264;76,71;1;60855;20610;33,87;20201;14661;5540;72,58;1;152013;70197;46,18;66305;50850;15455;76,69;1;162860;51351;31,53;50528;37432;13096;74,08;1;128695;49453;38,43;48164;39185;8979;81,36;1;172873;49464;28,61;48360;37786;10574;78,13;1;48630;30349;62,41;27064;20528;6536;75,85;1;35333;12086;34,21;11856;8186;3670;69,05;1;9866;2554;25,89;2503;1784;719;71,27;1;280945;87189;31,03;85953;62448;23505;72,65;1;125378;37078;29,57;36171;24699;11472;68,28;1;342717;115016;33,56;111838;80338;31500;71,83;1;137932;45740;33,16;43912;30775;13137;70,08;1;189147;64475;34,09;61906;52080;9826;84,13;1;362969;64145;17,67;62310;51528;10782;82,70;1;177658;30848;17,36;29919;22551;7368;75,37;1;104238;24400;23,41;23184;19102;4082;82,39;1;206644;66849;32,35;64746;55735;9011;86,08;1;47741;15253;31,95;14328;11536;2792;80,51;1;https://www.bk.admin.ch/ch/d/pore/va/19960310/det425.html;https://www.bk.admin.ch/ch/f/pore/va/19960310/det425.html
426;10.03.1996;Übertritt Vellerat zum Kanton Jura;Transfert de la commune de Vellerat au canton du Jura;;Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura;Arrêté fédéral sur le transfert de la commune bernoise de Vellerat au canton du Jura;.;https://swissvotes.ch/vote/426.00;1;1;1,5;1,51;.;.;.;.;.;.;1;45;1995-1999;;;;;;;.;.;1;1;1;9999;1;1;9999;1;5;1;1;3;.;9999;.;1;9999;1;1;9999;9999;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,18;21,79;14,90;.;1,79;5,04;.;0,30;1,20;3,13;1,30;3,97;0,94;.;.;16,79;.;2,69;1,83;.;.;4,20;91,48;0,00;0,94;3,13;4,50;.;https://www.emuseum.ch/objects/6526/ https://www.emuseum.ch/objects/6535/;.;1;1;1;4599427;1425539;30,99;55758;1250728;114105;91,64;23;0;100,00;771978;245644;31,82;233502;218254;15248;93,47;1;675696;209090;30,94;203877;180359;23518;88,46;1;227972;76318;33,48;73306;67979;5327;92,73;1;25357;11039;43,53;10444;9270;1174;88,76;1;80186;20994;26,18;20294;17987;2307;88,63;1;21412;5955;27,81;5622;5126;496;91,18;1;25620;10802;42,16;10295;9415;880;91,45;1;24712;10062;40,72;9568;8693;875;90,85;1;60855;20612;33,87;19841;18431;1410;92,89;1;152013;70206;46,18;65863;60460;5403;91,80;1;162860;51145;31,40;49885;44974;4911;90,16;1;128695;49385;38,37;47948;45168;2780;94,20;1;172873;49636;28,71;48491;45190;3301;93,19;1;48630;30328;62,36;26817;24231;2586;90,36;1;35333;12026;34,04;11625;10474;1151;90,10;1;9866;2557;25,92;2472;2245;227;90,82;1;280945;87196;31,04;84699;77863;6836;91,93;1;125378;35981;28,70;33600;30428;3172;90,56;1;342717;114912;33,53;109673;98224;11449;89,56;1;137932;45738;33,16;43279;39706;3573;91,74;1;189147;64475;34,09;60639;56935;3704;93,89;1;362969;64143;17,67;61532;57164;4368;92,90;1;177658;30849;17,36;29570;26228;3342;88,70;1;104238;24338;23,35;23288;21249;2039;91,24;1;206644;66790;32,32;63605;60642;2963;95,34;1;47741;15318;32,09;15098;14033;1065;92,95;1;https://www.bk.admin.ch/ch/d/pore/va/19960310/det426.html;https://www.bk.admin.ch/ch/f/pore/va/19960310/det426.html
427;10.03.1996;Zuständigkeit im Bereich der persönlichen militärischen Ausrüstung;Compétence en matière de l'équipement personnel des militaires;;Bundesbeschluss über die Aufhebung der kantonalen Zuständigkeit im Bereich der persönlichen Ausrüstung der Armeeangehörigen;Arrêté fédéral supprimant la compétence cantonale en matière d'acquisition de l'équipement personnel des militaires;.;https://swissvotes.ch/vote/427.00;1;3;3,2;3,23;6;6,4;.;1;1,5;1,53;1;45;1995-1999;;;;;;;.;.;1;1;1;9999;1;1;9999;2;2;2;2;3;.;9999;.;2;9999;2;1;9999;9999;1;2;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,18;21,79;14,90;.;1,79;5,04;.;0,30;1,20;3,13;1,30;3,97;0,94;.;.;16,79;.;2,69;1,83;.;.;4,20;65,53;29,08;0,94;0,00;4,50;.;https://www.emuseum.ch/objects/6526/;https://www.emuseum.ch/objects/6535/;0;0;0;4599427;1426568;31,02;45376;601613;775087;43,70;3;20;13,04;771978;245766;31,84;234770;134550;100220;57,31;1;675696;209090;30,94;203000;95623;107377;47,10;0;227972;76303;33,47;74503;29922;44581;40,16;0;25357;11149;43,97;10777;2257;8520;20,94;0;80186;20996;26,18;20730;4796;15934;23,14;0;21412;5956;27,82;5791;1579;4212;27,27;0;25620;10792;42,12;10450;3605;6845;34,50;0;24712;10031;40,59;9733;3612;6121;37,11;0;60855;20627;33,90;20233;7354;12879;36,35;0;152013;70289;46,24;67094;21609;45485;32,21;0;162860;51341;31,52;50459;22045;28414;43,69;0;128695;49327;38,33;47467;30222;17245;63,67;1;172873;49621;28,70;48227;25836;22391;53,57;1;48630;30366;62,44;27652;7502;20150;27,13;0;35333;12066;34,15;11851;4475;7376;37,76;0;9866;2550;25,85;2508;940;1568;37,48;0;280945;87176;31,03;85906;38440;47466;44,75;0;125378;36387;29,02;35093;12687;22406;36,15;0;342717;115062;33,57;111817;47801;64016;42,75;0;137932;45786;33,19;44167;15083;29084;34,15;0;189147;64475;34,09;62040;15918;46122;25,66;0;362969;64133;17,67;61956;23997;37959;38,73;0;177658;30847;17,36;30151;5205;24946;17,26;0;104238;24395;23,40;23172;7306;15866;31,53;0;206644;66796;32,32;62763;35013;27750;55,79;1;47741;15241;31,92;14390;4236;10154;29,44;0;https://www.bk.admin.ch/ch/d/pore/va/19960310/det427.html;https://www.bk.admin.ch/ch/f/pore/va/19960310/det427.html
