id;date;titre_court_de;titre_court_fr;titre_court_en;titre_complet_de;titre_complet_fr;mot_cle;swissvoteslink;forme;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;cf-pos;legislature;annee_legislatur;info_br-de;info_br-fr;info_br-en;info_amt-de;info_amt-fr;info_amt-en;easyvideo_de;easyvideo_fr;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-ucsp;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;freigabe-summe;unbekannt-summe;neutral-summe;poster_ja_mfg;poster_nein_mfg;volk;stand;annahme;berecht;stimmen;bet;leer;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz;zh-berecht;zh-stimmen;zh-bet;zh-gultig;zh-ja;zh-nein;zh-japroz;zh-annahme;be-berecht;be-stimmen;be-bet;be-gultig;be-ja;be-nein;be-japroz;be-annahme;lu-berecht;lu-stimmen;lu-bet;lu-gultig;lu-ja;lu-nein;lu-japroz;lu-annahme;ur-berecht;ur-stimmen;ur-bet;ur-gultig;ur-ja;ur-nein;ur-japroz;ur-annahme;sz-berecht;sz-stimmen;sz-bet;sz-gultig;sz-ja;sz-nein;sz-japroz;sz-annahme;ow-berecht;ow-stimmen;ow-bet;ow-gultig;ow-ja;ow-nein;ow-japroz;ow-annahme;nw-berecht;nw-stimmen;nw-bet;nw-gultig;nw-ja;nw-nein;nw-japroz;nw-annahme;gl-berecht;gl-stimmen;gl-bet;gl-gultig;gl-ja;gl-nein;gl-japroz;gl-annahme;zg-berecht;zg-stimmen;zg-bet;zg-gultig;zg-ja;zg-nein;zg-japroz;zg-annahme;fr-berecht;fr-stimmen;fr-bet;fr-gultig;fr-ja;fr-nein;fr-japroz;fr-annahme;so-berecht;so-stimmen;so-bet;so-gultig;so-ja;so-nein;so-japroz;so-annahme;bs-berecht;bs-stimmen;bs-bet;bs-gultig;bs-ja;bs-nein;bs-japroz;bs-annahme;bl-berecht;bl-stimmen;bl-bet;bl-gultig;bl-ja;bl-nein;bl-japroz;bl-annahme;sh-berecht;sh-stimmen;sh-bet;sh-gultig;sh-ja;sh-nein;sh-japroz;sh-annahme;ar-berecht;ar-stimmen;ar-bet;ar-gultig;ar-ja;ar-nein;ar-japroz;ar-annahme;ai-berecht;ai-stimmen;ai-bet;ai-gultig;ai-ja;ai-nein;ai-japroz;ai-annahme;sg-berecht;sg-stimmen;sg-bet;sg-gultig;sg-ja;sg-nein;sg-japroz;sg-annahme;gr-berecht;gr-stimmen;gr-bet;gr-gultig;gr-ja;gr-nein;gr-japroz;gr-annahme;ag-berecht;ag-stimmen;ag-bet;ag-gultig;ag-ja;ag-nein;ag-japroz;ag-annahme;tg-berecht;tg-stimmen;tg-bet;tg-gultig;tg-ja;tg-nein;tg-japroz;tg-annahme;ti-berecht;ti-stimmen;ti-bet;ti-gultig;ti-ja;ti-nein;ti-japroz;ti-annahme;vd-berecht;vd-stimmen;vd-bet;vd-gultig;vd-ja;vd-nein;vd-japroz;vd-annahme;vs-berecht;vs-stimmen;vs-bet;vs-gultig;vs-ja;vs-nein;vs-japroz;vs-annahme;ne-berecht;ne-stimmen;ne-bet;ne-gultig;ne-ja;ne-nein;ne-japroz;ne-annahme;ge-berecht;ge-stimmen;ge-bet;ge-gultig;ge-ja;ge-nein;ge-japroz;ge-annahme;ju-berecht;ju-stimmen;ju-bet;ju-gultig;ju-ja;ju-nein;ju-japroz;ju-annahme;bkresults-de;bkresults-fr
470;26.11.2000;Initiative «für ein flexibles Rentenalter ab 62 für Frau und Mann»;Initiative pour une retraite à la carte dès 62 ans pour les femmes et pour les hommes;;Volksinitiative «für ein flexibles Rentenalter ab 62 für Frau und Mann»;Initiative populaire «pour une retraite à la carte dès 62 ans, tant pour les femmes que pour les hommes»;.;https://swissvotes.ch/vote/470.00;3;10;10,2;10,21;10;10,3;10,33;.;.;.;2;46;1999-2003;;;;;;;.;.;2;1;2;9999;1;1;9999;1;2;2;2;1;2;9999;1;2;9999;2;9999;9999;9999;2;2;2;1;1;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;31,53;64,53;0,00;0,00;3,94;.;.;.;0;0;0;4681043;1952766;41,72;21625;885772;1038985;46,02;7;16;30,43;789576;333211;42,20;327024;131791;195233;40,30;0;676646;292380;43,21;288774;124797;163977;43,22;0;232583;96329;41,42;95025;34727;60298;36,55;0;25449;9298;36,54;9090;3642;5448;40,07;0;85954;36812;42,83;35568;12868;22700;36,18;0;22304;8380;37,57;8203;2744;5459;33,45;0;27150;11578;42,64;11328;3670;7658;32,40;0;24550;9275;37,78;9213;3622;5591;39,31;0;65035;30238;46,49;30015;10568;19447;35,21;0;158702;68744;43,32;67950;39878;28072;58,69;1;164254;72260;43,99;71765;30026;41739;41,84;0;119105;61663;51,77;60767;26460;34307;43,54;0;176158;71968;40,85;71184;29764;41420;41,81;0;48004;29482;61,42;27928;12472;15456;44,66;0;35626;16111;45,22;15959;5542;10417;34,73;0;10026;3482;34,73;3463;921;2542;26,60;0;284893;108997;38,26;108414;41539;66875;38,32;0;128016;42364;33,09;41797;17276;24521;41,33;0;354019;136252;38,49;134941;53796;81145;39,87;0;142468;57636;40,46;56372;21929;34443;38,90;0;194935;80203;41,14;79033;53380;25653;67,54;1;367260;133406;36,32;131664;80194;51470;60,91;1;184289;75151;40,78;74060;38144;35916;51,50;1;104241;40132;38,50;39699;25918;13781;65,29;1;211889;99238;46,83;97802;60544;37258;61,90;1;47911;28176;58,81;27719;19560;8159;70,57;1;https://www.bk.admin.ch/ch/d/pore/va/20001126/det470.html;https://www.bk.admin.ch/ch/f/pore/va/20001126/det470.html
471;26.11.2000;«Umverteilungsinitiative»;«Initiative en faveur d'une redistribution des dépenses»;;Volksinitiative «Sparen beim Militär und der Gesamtverteidigung - für mehr Frieden und zukunftsgerichtete Arbeitsplätze (Umverteilungsinitiative)»;Initiative populaire «Economiser dans l'armée et la défense générale - pour davantage de paix et d'emplois d'avenir (Initiative en faveur d'une redistribution des dépenses)»;.;https://swissvotes.ch/vote/471.00;3;3;3,2;3,21;.;.;.;.;.;.;2;46;1999-2003;;;;;;;.;.;2;1;2;9999;1;1;9999;1;2;2;2;2;2;9999;1;2;9999;2;9999;9999;9999;2;2;2;1;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;30,65;65,41;0,00;0,00;3,94;.;https://www.emuseum.ch/objects/25972/;.;0;0;0;4681043;1952765;41,72;24339;723047;1198923;37,62;4;19;17,39;789576;333026;42,18;326860;121163;205697;37,07;0;676646;292381;43,21;288760;94182;194578;32,62;0;232583;96492;41,49;95150;28411;66739;29,86;0;25449;9328;36,65;9143;1798;7345;19,67;0;85954;36828;42,85;35541;9162;26379;25,78;0;22304;8378;37,56;8207;1817;6390;22,14;0;27150;11585;42,67;11351;2483;8868;21,87;0;24550;9305;37,90;9230;2548;6682;27,61;0;65035;30237;46,49;29955;8904;21051;29,72;0;158702;68569;43,21;67557;30065;37492;44,50;0;164254;72246;43,98;71728;23191;48537;32,33;0;119105;61726;51,82;60958;27546;33412;45,19;0;176158;72164;40,97;71233;26665;44568;37,43;0;48004;29526;61,51;28091;9119;18972;32,46;0;35626;16309;45,78;16164;4542;11622;28,10;0;10026;3522;35,13;3501;782;2719;22,34;0;284893;108956;38,24;108334;32100;76234;29,63;0;128016;42251;33,00;41534;13558;27976;32,64;0;354019;136220;38,48;134842;40296;94546;29,88;0;142468;57608;40,44;56313;15825;40488;28,10;0;194935;80204;41,14;78385;38357;40028;48,93;0;367260;133401;36,32;131311;66686;64625;50,78;1;184289;75146;40,78;73350;26644;46706;36,32;0;104241;40098;38,47;39468;21434;18034;54,31;1;211889;99154;46,80;97425;58498;38927;60,04;1;47911;28105;58,66;27579;17271;10308;62,62;1;https://www.bk.admin.ch/ch/d/pore/va/20001126/det471.html;https://www.bk.admin.ch/ch/f/pore/va/20001126/det471.html
472;26.11.2000;Initiative «für tiefere Spitalkosten»;Initiative «pour des coûts hospitaliers moins élevés»;;Volksinitiative «für tiefere Spitalkosten»;Initiative populaire «pour des coûts hospitaliers moins élevés»;.;https://swissvotes.ch/vote/472.00;3;10;10,1;10,11;10;10,2;10,24;.;.;.;2;46;1999-2003;;;;;;;.;.;2;2;2;9999;2;2;9999;2;2;2;2;1;2;9999;2;2;9999;2;9999;9999;9999;2;2;2;2;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;0,88;95,18;0,00;0,00;3,94;.;.;.;0;0;0;4681043;1950182;41,66;26015;343008;1574528;17,89;0;23;0,00;789576;332320;42,09;325595;52945;272650;16,26;0;676646;292377;43,21;288877;41936;246941;14,52;0;232583;96468;41,48;95037;17471;77566;18,38;0;25449;9278;36,46;9054;1769;7285;19,54;0;85954;36783;42,79;35444;7272;28172;20,52;0;22304;8319;37,30;8118;1262;6856;15,55;0;27150;11571;42,62;11295;1892;9403;16,75;0;24550;9300;37,88;9204;1600;7604;17,38;0;65035;30218;46,46;29923;4840;25083;16,17;0;158702;68507;43,17;67577;12678;54899;18,76;0;164254;72210;43,96;71661;12373;59288;17,27;0;119105;61575;51,70;60741;11543;49198;19,00;0;176158;71828;40,77;70966;11137;59829;15,69;0;48004;29430;61,31;27718;5896;21822;21,27;0;35626;16217;45,52;16069;2929;13140;18,23;0;10026;3584;35,75;3551;539;3012;15,18;0;284893;108656;38,14;107974;18768;89206;17,38;0;128016;42135;32,91;41435;8633;32802;20,84;0;354019;135770;38,35;134028;24276;109752;18,11;0;142468;57577;40,41;56131;11806;44325;21,03;0;194935;80202;41,14;78324;23827;54497;30,42;0;367260;133363;36,31;130750;23406;107344;17,90;0;184289;75143;40,77;73671;13250;60421;17,99;0;104241;40160;38,53;39416;7534;31882;19,11;0;211889;99051;46,75;97416;17413;80003;17,87;0;47911;28140;58,73;27561;6013;21548;21,82;0;https://www.bk.admin.ch/ch/d/pore/va/20001126/det472.html;https://www.bk.admin.ch/ch/f/pore/va/20001126/det472.html
473;26.11.2000;Bundespersonalgesetz;Loi sur le personnel de la Confédération;;Bundespersonalgesetz;Loi sur le personnel de la Confédération;.;https://swissvotes.ch/vote/473.00;2;1;1,3;1,31;.;.;.;.;.;.;1;46;1999-2003;;;;;;;.;.;1;2;1;9999;1;2;9999;2;2;1;1;1;1;9999;1;1;9999;1;9999;9999;9999;1;1;1;2;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;65,82;30,24;0,00;0,00;3,94;.;.;https://www.emuseum.ch/objects/25974/;1;3;1;4681043;1944222;41,53;60698;1253995;622381;66,83;21;2;91,30;789576;330021;41,80;317127;234621;82506;73,98;1;676646;292380;43,21;283707;193905;89802;68,35;1;232583;96394;41,44;93778;68711;25067;73,27;1;25449;9192;36,12;8864;5663;3201;63,89;1;85954;36678;42,67;34976;24486;10490;70,01;1;22304;8360;37,48;8045;5777;2268;71,81;1;27150;11480;42,28;11010;8506;2504;77,26;1;24550;9296;37,87;9036;6471;2565;71,61;1;65035;30180;46,41;29485;22992;6493;77,98;1;158702;68493;43,16;66123;39657;26466;59,97;1;164254;72162;43,93;70921;49943;20978;70,42;1;119105;61316;51,48;59092;41441;17651;70,13;1;176158;71538;40,61;69433;50435;18998;72,64;1;48004;29459;61,37;26357;18223;8134;69,14;1;35626;16063;45,09;15724;11572;4152;73,59;1;10026;3577;35,68;3492;2578;914;73,83;1;284893;107494;37,73;105759;79391;26368;75,07;1;128016;41760;32,62;40426;26569;13857;65,72;1;354019;135204;38,19;131532;95750;35782;72,80;1;142468;57461;40,33;54924;40022;14902;72,87;1;194935;80203;41,14;76890;36120;40770;46,98;0;367260;133391;36,32;127919;73025;54894;57,09;1;184289;75153;40,78;72183;36260;35923;50,23;1;104241;40052;38,42;38147;19152;18995;50,21;1;211889;98885;46,67;94775;50254;44521;53,02;1;47911;28030;58,50;26651;12471;14180;46,79;0;https://www.bk.admin.ch/ch/d/pore/va/20001126/det473.html;https://www.bk.admin.ch/ch/f/pore/va/20001126/det473.html
474;04.03.2001;Initiative «Ja zu Europa!»;Initiative «Oui à l'Europe!»;;Volksinitiative «Ja zu Europa!»;Initiative populaire «Oui à l'Europe!»;.;https://swissvotes.ch/vote/474.00;3;2;2,2;2,22;.;.;.;.;.;.;2;46;1999-2003;;;;;;;.;.;2;1;2;9999;2;1;9999;1;2;2;2;2;.;9999;1;1;9999;1;9999;9999;9999;2;2;2;1;1;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;46,93;49,12;0,00;0,00;3,94;.;.;https://www.emuseum.ch/objects/24057/;0;0;0;4688461;2616119;55,80;24106;597217;1982549;23,15;0;23;0,00;791643;441236;55,74;432992;102366;330626;23,64;0;676680;366212;54,12;362863;85036;277827;23,43;0;232622;137078;58,93;135264;21169;114095;15,65;0;25429;13318;52,37;13013;1220;11793;9,38;0;86485;53541;61,91;51662;5509;46153;10,66;0;22352;13178;58,96;12933;1448;11485;11,20;0;27267;16553;60,71;16274;1759;14515;10,81;0;24566;13034;53,06;12965;1722;11243;13,28;0;65236;41168;63,11;40904;7003;33901;17,12;0;159289;98040;61,55;96659;26359;70300;27,27;0;164145;95593;58,24;94604;18715;75889;19,78;0;118787;70654;59,48;69786;20336;49450;29,14;0;176391;100948;57,23;99689;22572;77117;22,64;0;47977;33266;69,34;32415;5673;26742;17,50;0;35600;21668;60,87;21518;2898;18620;13,47;0;10018;5920;59,09;5895;400;5495;6,79;0;285631;159424;55,81;158875;22522;136353;14,18;0;128444;62830;48,92;61829;8890;52939;14,38;0;354643;184110;51,91;183122;31119;152003;16,99;0;142678;76146;53,37;74491;10192;64299;13,68;0;195100;95916;49,16;94866;14999;79867;15,81;0;367725;169305;46,04;166763;65595;101168;39,33;0;184643;116288;62,98;114148;23789;90359;20,84;0;104410;72188;69,14;71047;31412;39635;44,21;0;212795;132313;62,18;129458;53152;76306;41,06;0;47905;26192;54,67;25731;11362;14369;44,16;0;https://www.bk.admin.ch/ch/d/pore/va/20010304/det474.html;https://www.bk.admin.ch/ch/f/pore/va/20010304/det474.html
475;04.03.2001;Initiative «für tiefere Arzneimittelpreise»;Initiative «pour des médicaments à moindre prix»;;Volksinitiative «für tiefere Arzneimittelpreise»;Initiative populaire «pour des médicaments à moindre prix»;.;https://swissvotes.ch/vote/475.00;3;10;10,1;10,13;.;.;.;.;.;.;2;46;1999-2003;;;;;;;.;.;2;5;2;9999;2;2;9999;2;2;2;2;1;.;9999;2;2;9999;2;9999;9999;9999;2;2;2;2;5;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;0,88;72,70;0,00;22,47;3,94;.;.;.;0;0;0;4688461;2612008;55,71;33816;791589;1774129;30,85;0;23;0,00;791643;439944;55,57;429317;156233;273084;36,39;0;676680;366201;54,12;361122;113278;247844;31,37;0;232622;136958;58,88;134737;43382;91355;32,20;0;25429;13273;52,20;12909;3985;8924;30,87;0;86485;53351;61,69;51241;16409;34832;32,02;0;22352;13160;58,88;12836;3437;9399;26,78;0;27267;16554;60,71;16198;4426;11772;27,32;0;24566;13022;53,01;12878;4176;8702;32,43;0;65236;40902;62,70;40479;13710;26769;33,87;0;159289;98020;61,54;96618;22732;73886;23,53;0;164145;95446;58,15;94281;34963;59318;37,08;0;118787;70533;59,38;69550;20307;49243;29,20;0;176391;100975;57,24;99441;30383;69058;30,55;0;47977;33272;69,35;31918;11711;20207;36,69;0;35600;21607;60,69;21384;6082;15302;28,44;0;10018;5916;59,05;5861;1458;4403;24,88;0;285631;158758;55,58;157780;51258;106522;32,49;0;128444;62338;48,53;61089;20179;40910;33,03;0;354643;183598;51,77;181963;61831;120132;33,98;0;142678;76085;53,33;74051;25062;48989;33,84;0;195100;95914;49,16;93963;30865;63098;32,85;0;367725;169298;46,04;166449;37388;129061;22,46;0;184643;116276;62,97;113873;22794;91079;20,02;0;104410;72122;69,08;71230;18149;53081;25,48;0;212795;132313;62,18;128758;32238;96520;25,04;0;47905;26172;54,63;25792;5153;20639;19,98;0;https://www.bk.admin.ch/ch/d/pore/va/20010304/det475.html;https://www.bk.admin.ch/ch/f/pore/va/20010304/det475.html
476;04.03.2001;Initiative «Strassen für alle» (Tempo 30);Initiative «Rues pour tous» (vitesse maximale de 30 km/h);;Volksinitiative «für mehr Verkehrssicherheit durch Tempo 30 innerorts mit Ausnahmen (Strassen für alle)»;Initiative populaire «pour plus de sécurité à l'intérieur des localités grâce à une vitesse maximale de 30 km/h assortie d'exceptions (Rues pour tous)»;.;https://swissvotes.ch/vote/476.00;3;8;8,2;.;9;9,3;9,31;.;.;.;2;46;1999-2003;;;;;;;.;.;2;1;2;9999;1;1;9999;1;2;2;2;2;.;9999;1;2;9999;2;9999;9999;9999;2;2;2;5;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;30,65;65,41;0,00;0,00;3,94;.;.;.;0;0;0;4688461;2616139;55,80;15095;525609;2063314;20,30;0;23;0,00;791643;441084;55,72;433999;108084;325915;24,90;0;676680;366213;54,12;364145;80545;283600;22,12;0;232622;137043;58,91;135521;24524;110997;18,10;0;25429;13307;52,33;13003;2330;10673;17,92;0;86485;53502;61,86;51641;6735;44906;13,04;0;22352;13181;58,97;12962;1896;11066;14,63;0;27267;16573;60,78;16326;2268;14058;13,89;0;24566;13038;53,07;12978;2683;10295;20,67;0;65236;41469;63,57;41337;6875;34462;16,63;0;159289;98112;61,59;97442;12690;84752;13,02;0;164145;95575;58,23;94979;17940;77039;18,89;0;118787;70663;59,49;70158;25059;45099;35,72;0;176391;101115;57,32;100302;23136;77166;23,07;0;47977;33321;69,45;32652;7709;24943;23,61;0;35600;21703;60,96;21574;4001;17573;18,55;0;10018;5927;59,16;5903;626;5277;10,60;0;285631;159520;55,85;159073;27952;131121;17,57;0;128444;62561;48,71;61597;15489;46108;25,15;0;354643;184164;51,93;183567;31236;152331;17,02;0;142678;75859;53,17;74294;12633;61661;17,00;0;195100;95912;49,16;95126;16041;79085;16,86;0;367725;169320;46,05;168079;30081;137998;17,90;0;184643;116276;62,97;114204;16098;98106;14,10;0;104410;72172;69,12;71737;13036;58701;18,17;0;212795;132313;62,18;130259;32642;97617;25,06;0;47905;26216;54,72;26065;3300;22765;12,66;0;https://www.bk.admin.ch/ch/d/pore/va/20010304/det476.html;https://www.bk.admin.ch/ch/f/pore/va/20010304/det476.html
477;10.06.2001;Militärgesetz: Bewaffnung;Loi sur l'armée: armement;;Bundesgesetz über die Armee und die Militärverwaltung (Bewaffnung);Modification de la loi fédérale sur l'armée et l'administration militaire (LAAM) (Armement);.;https://swissvotes.ch/vote/477.00;2;3;3,2;3,21;3;3,2;3,28;.;.;.;1;46;1999-2003;;;;;;;.;.;1;1;2;9999;1;2;9999;2;2;2;2;2;.;9999;1;1;9999;1;9999;9999;9999;1;1;3;3;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;62,75;33,30;0,00;0,00;3,94;.;.;https://www.emuseum.ch/objects/23707/ https://www.emuseum.ch/objects/75449/ https://www.emuseum.ch/objects/75452/ https://www.emuseum.ch/objects/23966/ https://www.emuseum.ch/objects/198438/ https://www.emuseum.ch/objects/198447/;1;3;1;4698399;1997658;42,52;23112;1002297;963329;50,99;10;13;43,48;794109;365379;46,01;358186;191472;166714;53,46;1;677735;277514;40,95;274855;158670;116185;57,73;1;233288;112353;48,16;110863;55862;55001;50,39;1;25465;10701;42,02;10511;4608;5903;43,84;0;86787;44906;51,74;43372;17551;25821;40,47;0;22441;11179;49,82;10963;5174;5789;47,20;0;27309;13350;48,88;13113;6154;6959;46,93;0;24614;9908;40,25;9857;4437;5420;45,01;0;65434;32370;49,47;32108;17390;14718;54,16;1;159837;67918;42,49;66552;34709;31843;52,15;1;164267;81671;49,72;80837;46133;34704;57,07;1;118411;61760;52,16;60884;32323;28561;53,09;1;176655;75341;42,65;74423;40564;33859;54,50;1;48049;30682;63,86;29086;12850;16236;44,18;0;35709;18391;51,50;18238;8315;9923;45,59;0;10063;4681;46,52;4652;1734;2918;37,27;0;286060;126254;44,14;125575;58564;67011;46,64;0;128498;51242;39,88;50241;22623;27618;45,03;0;355430;138494;38,97;137661;70105;67556;50,93;1;143055;60830;42,52;59454;27489;31965;46,24;0;195550;53592;27,41;52361;19440;32921;37,13;0;368278;139170;37,79;135723;69827;65896;51,45;1;184937;51674;27,94;50717;23217;27500;45,78;0;104535;51654;49,41;50418;25437;24981;50,45;1;213949;92044;43,02;90634;41247;49387;45,51;0;47934;14600;30,46;14342;6402;7940;44,64;0;https://www.bk.admin.ch/ch/d/pore/va/20010610/det477.html;https://www.bk.admin.ch/ch/f/pore/va/20010610/det477.html
478;10.06.2001;Militärgesetz: Ausbildungszusammenarbeit;Loi sur l'armée: coopération en matière d'instruction;;Bundesgesetz über die Armee und die Militärverwaltung (Ausbildungszusammenarbeit);Modification de la loi fédérale sur l'armée et l'administration militaire (LAAM) (Coopération en matière d'instruction);.;https://swissvotes.ch/vote/478.00;2;3;3,2;3,27;3;3,2;3,28;.;.;.;1;46;1999-2003;;;;;;;.;.;1;1;2;9999;1;2;9999;2;2;2;2;2;.;9999;5;1;9999;1;9999;9999;9999;1;1;3;3;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;62,33;33,30;0,00;0,42;3,94;.;.;https://www.emuseum.ch/objects/23707/ https://www.emuseum.ch/objects/75449/ https://www.emuseum.ch/objects/75452/ https://www.emuseum.ch/objects/23966/ https://www.emuseum.ch/objects/198438/ https://www.emuseum.ch/objects/198447/;1;3;1;4698399;1996730;42,50;29967;1001274;956503;51,14;10;13;43,48;794109;365218;45,99;357024;192150;164874;53,82;1;677735;277493;40,94;274080;157416;116664;57,43;1;233288;112333;48,15;110574;55535;55039;50,22;1;25465;10686;41,96;10476;4516;5960;43,11;0;86787;44918;51,76;43296;17406;25890;40,20;0;22441;11180;49,82;10924;4991;5933;45,69;0;27309;13355;48,90;13094;6128;6966;46,80;0;24614;9908;40,25;9848;4470;5378;45,39;0;65434;32334;49,41;31974;17239;14735;53,92;1;159837;67758;42,39;65980;34986;30994;53,03;1;164267;81589;49,67;80582;45663;34919;56,67;1;118411;61637;52,05;60445;31402;29043;51,95;1;176655;75303;42,63;74189;39496;34693;53,24;1;48049;30618;63,72;28726;12644;16082;44,02;0;35709;18374;51,45;18212;8393;9819;46,08;0;10063;4680;46,51;4650;1759;2891;37,83;0;286060;126097;44,08;125281;58537;66744;46,72;0;128498;51145;39,80;50049;22564;27485;45,08;0;355430;138511;38,97;137445;70196;67249;51,07;1;143055;60886;42,56;59366;27544;31822;46,40;0;195550;53591;27,41;52205;19243;32962;36,86;0;368278;139158;37,79;134293;72154;62139;53,73;1;184937;51671;27,94;50481;23034;27447;45,63;0;104535;51654;49,41;50189;26042;24147;51,89;1;213949;92044;43,02;90151;41476;48675;46,01;0;47934;14589;30,44;14243;6290;7953;44,16;0;https://www.bk.admin.ch/ch/d/pore/va/20010610/det478.html;https://www.bk.admin.ch/ch/f/pore/va/20010610/det478.html
479;10.06.2001;Aufhebung des Bistumsartikels;Suppression de l'article sur les évêchés;;Bundesbeschluss über die Aufhebung der Genehmigungspflicht für die Errichtung von Bistümern;Arrêté fédéral portant abrogation de la disposition constitutionnelle soumettant l'érection des évêchés à l'approbation de la Confédération;.;https://swissvotes.ch/vote/479.00;1;12;12,3;.;.;.;.;.;.;.;1;46;1999-2003;;;;;;;.;.;1;1;1;9999;1;1;9999;2;5;2;1;1;.;9999;1;1;9999;1;9999;9999;9999;.;.;3;5;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;19,92;22,47;22,54;.;1,83;4,97;.;0,42;0,96;1,84;1,25;0,87;0,88;.;.;15,85;.;2,26;0,74;.;.;3,20;92,01;2,21;0,00;1,84;3,94;.;.;.;1;1;1;4698399;1975658;42,05;104957;1194556;666108;64,20;23;0;100,00;794109;357095;44,97;336343;216627;119716;64,41;1;677735;277445;40,94;260993;157062;103931;60,18;1;233288;111079;47,61;106543;70906;35637;66,55;1;25465;10471;41,12;10006;6434;3572;64,30;1;86787;44525;51,30;42062;27981;14081;66,52;1;22441;11120;49,55;10547;6902;3645;65,44;1;27309;13236;48,47;12526;8502;4024;67,87;1;24614;9868;40,09;9376;5617;3759;59,91;1;65434;32166;49,16;31023;21124;9899;68,09;1;159837;67535;42,25;63349;45355;17994;71,60;1;164267;81101;49,37;78396;54941;23455;70,08;1;118411;60712;51,27;57502;38585;18917;67,10;1;176655;74382;42,11;71080;47831;23249;67,29;1;48049;30556;63,59;26624;13987;12637;52,54;1;35709;17976;50,34;17375;11452;5923;65,91;1;10063;4656;46,27;4507;3027;1480;67,16;1;286060;123397;43,14;120664;81939;38725;67,91;1;128498;49424;38,46;46889;29954;16935;63,88;1;355430;136253;38,33;131610;84857;46753;64,48;1;143055;60368;42,20;56889;37246;19643;65,47;1;195550;53590;27,40;49217;34869;14348;70,85;1;368278;139094;37,77;125142;72378;52764;57,84;1;184937;51666;27,94;49319;34088;15231;69,12;1;104535;51365;49,14;47462;29199;18263;61,52;1;213949;92044;43,02;81619;44193;37426;54,15;1;47934;14534;30,32;13601;9500;4101;69,85;1;https://www.bk.admin.ch/ch/d/pore/va/20010610/det479.html;https://www.bk.admin.ch/ch/f/pore/va/20010610/det479.html
