wahl_jahr;ebene_resultat;geoLevelName;kanton_nummer;kanton_bezeichnung;partei_id;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;partei_staerke;flag_staerkste_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;frauen_anteil
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;36.834722646;1;2;12;2;10;2;0;2;0
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;18.617861369;0;2;10;5;5;1;0;1;0
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;9.6890509308;0;1;6;1;5;1;0;1;0
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;7.7126933393;0;1;6;3;3;1;0;1;0
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;14;SD;DS;DS;SD;1.4417800335;0;1;6;1;5;0;0;0;
1991;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;9.5653780055;0;2;12;3;9;0;0;0;
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;15.914253636;0;1;6;2;4;1;0;1;0
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;35.954231471;1;3;16;6;10;3;1;2;33.333333333
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;17.294620399;0;2;11;5;6;1;0;1;0
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;8.3367421836;0;2;12;4;8;0;0;0;
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;8.7249159392;0;1;6;2;4;1;0;1;0
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;0.9153125553;0;1;6;2;4;0;0;0;
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;2.3275919592;0;1;6;3;3;0;0;0;
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;14;SD;DS;DS;SD;0.8804987656;0;1;1;0;1;0;0;0;
1995;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;9.6518330911;0;5;14;4;10;0;0;0;
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;14.751943927;0;1;6;2;4;1;0;1;0
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;33.719759276;1;3;13;6;7;2;1;1;50
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;20.274807611;0;2;12;6;6;2;1;1;50
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;11.43972156;0;1;6;2;4;0;0;0;
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;10.908430407;0;1;6;2;4;1;0;1;0
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;14;SD;DS;DS;SD;0.3269484015;0;1;2;1;1;0;0;0;
1999;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;8.5783888175;0;5;13;3;10;0;0;0;
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;12.756795533;0;1;7;4;3;1;0;1;0
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;25.376065378;1;1;7;2;5;2;1;1;50
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;21.488289509;0;2;12;6;6;2;0;2;0
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;21.393369042;0;1;7;1;6;1;0;1;0
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;0.7145787136;0;1;3;1;2;0;0;0;
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;10.457698961;0;1;7;4;3;1;0;1;0
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;4.0237162453;0;1;7;4;3;0;0;0;
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;0.7183438261;0;1;3;0;3;0;0;0;
2003;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;3.0711427909;0;3;8;2;6;0;0;0;
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;13.821754535;0;1;7;2;5;1;0;1;0
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;24.766347709;1;1;7;2;5;2;1;1;50
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;22.719537732;0;2;14;6;8;2;0;2;0
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;22.032319912;0;1;7;1;6;1;0;1;0
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;0.7685035474;0;1;7;2;5;0;0;0;
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;7.10083848;0;1;7;4;3;1;0;1;0
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;6.3305678515;0;2;13;8;5;0;0;0;
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;0.8785926967;0;1;7;1;6;0;0;0;
2007;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;1.5815375372;0;3;11;0;11;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;12.798510935;0;2;14;4;10;1;0;1;0
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;20.256356022;0;1;7;1;6;2;1;1;50
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;26.681162486;1;2;13;4;9;3;1;2;33.333333333
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;21.449130674;0;1;7;1;6;1;0;1;0
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;0.6978298574;0;1;7;1;6;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;5.4697745251;0;2;12;5;7;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;4.9555395744;0;2;13;5;8;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;0.7078133593;0;1;3;0;3;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;31;GLP;PVL;PVL;GLP;3.5498963577;0;1;7;1;6;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;32;BDP;PBD;PBD;BDP;1.8917889928;0;1;4;0;4;0;0;0;
2011;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;1.5421972165;0;4;12;2;10;0;0;0;
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;14.1813734;0;2;14;3;11;1;0;1;0
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;22.673028746;0;5;35;12;23;2;1;1;50
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;24.198143934;0;2;14;6;8;2;1;1;50
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;25.934762147;1;2;14;2;12;2;0;2;0
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;0.6705028134;0;1;7;1;6;0;0;0;
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;1.8192763985;0;1;7;2;5;0;0;0;
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;5.2855051944;0;2;14;8;6;0;0;0;
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;0.7576203998;0;1;5;0;5;0;0;0;
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;31;GLP;PVL;PVL;GLP;3.1943645911;0;2;11;3;8;0;0;0;
2015;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;32;BDP;PBD;PBD;BDP;1.285422377;0;2;10;2;8;0;0;0;
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;15.420336853;0;2;14;6;8;1;0;1;0
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;17.801419498;0;5;35;15;20;2;2;0;100
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;21.225821533;1;5;32;15;17;2;2;0;100
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;20.181175819;0;2;14;2;12;1;0;1;0
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;0.7430728599;0;1;7;2;5;0;0;0;
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;3.2511510003;0;1;7;3;4;0;0;0;
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;12.463795507;0;1;7;4;3;1;0;1;0
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;0.7344517558;0;1;3;0;3;0;0;0;
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;31;GLP;PVL;PVL;GLP;5.3800663493;0;2;14;8;6;0;0;0;
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;32;BDP;PBD;PBD;BDP;0.6520538952;0;1;3;0;3;0;0;0;
2019;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;2.1466549287;0;4;18;6;12;0;0;0;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;1;FDP;PLR;PLR;FDP;13.295617614;0;2;14;7;7;1;1;0;100
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;3;SP;PS;PS;SP;20.579559883;0;2;14;9;5;1;1;0;100
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;4;SVP;UDC;UDC;SVP;25.804013494;1;4;27;4;23;2;0;2;0
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;7;EVP;PEV;PEV;EVP;0.7206557426;0;1;7;2;5;0;0;0;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;8;CSP;PCS;PCS;CSP;2.4832270231;0;1;7;4;3;0;0;0;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;13;GRÜNE;VERT-E-S;VERDI;GREENS;11.833720258;0;2;14;8;6;1;0;1;0
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;16;EDU;UDF;UDF;EDU;1.112087813;0;1;6;0;6;0;0;0;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;31;GLP;PVL;PVL;GLP;3.7030525691;0;2;14;5;9;0;0;0;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;34;Mitte;Centre;Centro;Centre;19.889106769;0;5;35;12;23;2;2;0;100
2023;Kanton;Fribourg / Freiburg;10;Fribourg / Freiburg;35;Übrige;Autres;Rimanenti;Others;0.5789588358;0;2;3;0;3;0;0;0;
1991;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;32.771745709;1;2;14;7;7;2;0;2;0
1991;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;22.187999908;0;1;7;1;6;2;1;1;50
1991;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;19.797599458;0;2;14;6;8;1;0;1;0
1991;Kanton;Solothurn;11;Solothurn;6;LdU;AdI;AdI;LdU;2.9076062955;0;1;7;1;6;0;0;0;
1991;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.164939921;0;1;4;1;3;0;0;0;
1991;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;7.3329713001;0;1;7;7;0;1;1;0;100
1991;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;13.837137408;0;5;14;2;12;1;0;1;0
1995;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;25.449510765;1;1;7;4;3;2;0;2;0
1995;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;21.509612794;0;1;7;3;4;2;1;1;50
1995;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;24.229443304;0;1;7;4;3;2;0;2;0
1995;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;6.6980123958;0;1;7;1;6;0;0;0;
1995;Kanton;Solothurn;11;Solothurn;6;LdU;AdI;AdI;LdU;1.6365444121;0;1;7;3;4;0;0;0;
1995;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;5.8485183568;0;1;7;5;2;0;0;0;
1995;Kanton;Solothurn;11;Solothurn;14;SD;DS;DS;SD;2.7766988487;0;1;7;1;6;0;0;0;
1995;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;11.851659124;0;3;10;1;9;1;0;1;0
1999;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;25.366614388;0;2;14;4;10;2;0;2;0
1999;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;21.413115713;0;3;19;6;13;2;1;1;50
1999;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;27.194945816;1;2;14;6;8;2;0;2;0
1999;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;18.568099453;0;2;14;4;10;1;0;1;0
1999;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;4.8985884792;0;1;7;4;3;0;0;0;
1999;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;2.5586361502;0;3;18;2;16;0;0;0;
2003;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;23.965127051;0;3;21;6;15;2;0;2;0
2003;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;21.014553292;0;2;14;2;12;1;1;0;100
2003;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;25.372557975;1;2;14;7;7;2;1;1;50
2003;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;22.457815131;0;2;12;2;10;2;0;2;0
2003;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.1965297851;0;1;7;3;4;0;0;0;
2003;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;5.9934167655;0;1;7;3;4;0;0;0;
2007;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;20.953595235;0;2;13;4;9;1;0;1;0
2007;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;20.362133438;0;3;16;6;10;2;1;1;50
2007;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;19.458168967;0;2;14;4;10;1;1;0;100
2007;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;27.095145598;1;2;14;2;12;2;0;2;0
2007;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.7649726603;0;1;7;4;3;0;0;0;
2007;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.9839983571;0;2;14;6;8;1;1;0;100
2007;Kanton;Solothurn;11;Solothurn;14;SD;DS;DS;SD;0.381985744;0;1;3;0;3;0;0;0;
2011;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;18.407935783;0;3;19;3;16;1;0;1;0
2011;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;17.85551286;0;4;27;9;18;2;0;2;0
2011;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;18.304059989;0;3;21;10;11;2;1;1;50
2011;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;24.326565866;1;3;18;3;15;2;0;2;0
2011;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.4624403123;0;1;7;2;5;0;0;0;
2011;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;7.4975421515;0;3;21;11;10;0;0;0;
2011;Kanton;Solothurn;11;Solothurn;16;EDU;UDF;UDF;EDU;0.485517097;0;1;5;1;4;0;0;0;
2011;Kanton;Solothurn;11;Solothurn;31;GLP;PVL;PVL;GLP;4.9754051565;0;1;7;2;5;0;0;0;
2011;Kanton;Solothurn;11;Solothurn;32;BDP;PBD;PBD;BDP;4.3636012674;0;1;7;2;5;0;0;0;
2011;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;2.3214195159;0;2;9;5;4;0;0;0;
2015;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;21.224363555;0;4;24;4;20;1;0;1;0
2015;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;14.799403705;0;5;27;10;17;1;0;1;0
2015;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;20.028508418;0;5;30;11;19;2;1;1;50
2015;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;28.829233807;1;4;23;7;16;2;0;2;0
2015;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.2025788208;0;1;6;1;5;0;0;0;
2015;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;5.5552994152;0;2;12;5;7;0;0;0;
2015;Kanton;Solothurn;11;Solothurn;16;EDU;UDF;UDF;EDU;0.5052367889;0;1;5;2;3;0;0;0;
2015;Kanton;Solothurn;11;Solothurn;31;GLP;PVL;PVL;GLP;3.4502101631;0;1;6;2;4;0;0;0;
2015;Kanton;Solothurn;11;Solothurn;32;BDP;PBD;PBD;BDP;3.4206259557;0;2;12;4;8;0;0;0;
2015;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;0.98453937;0;2;2;0;2;0;0;0;
2019;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;18.520253856;0;4;24;3;21;1;0;1;0
2019;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;14.198910536;0;4;24;13;11;1;0;1;0
2019;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;18.440053101;0;5;30;18;12;1;1;0;100
2019;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;25.909276062;1;4;24;5;19;2;0;2;0
2019;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.1994233988;0;1;6;1;5;0;0;0;
2019;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;11.41721066;0;3;18;10;8;1;0;1;0
2019;Kanton;Solothurn;11;Solothurn;14;SD;DS;DS;SD;0.6025609367;0;1;2;1;1;0;0;0;
2019;Kanton;Solothurn;11;Solothurn;31;GLP;PVL;PVL;GLP;6.8079888394;0;3;18;5;13;0;0;0;
2019;Kanton;Solothurn;11;Solothurn;32;BDP;PBD;PBD;BDP;1.9887676732;0;3;18;6;12;0;0;0;
2019;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;0.9155549365;0;1;2;0;2;0;0;0;
2023;Kanton;Solothurn;11;Solothurn;1;FDP;PLR;PLR;FDP;17.392413509;0;4;24;9;15;1;0;1;0
2023;Kanton;Solothurn;11;Solothurn;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Solothurn;11;Solothurn;3;SP;PS;PS;SP;17.2383681;0;5;29;16;13;1;1;0;100
2023;Kanton;Solothurn;11;Solothurn;4;SVP;UDC;UDC;SVP;28.722894876;1;4;24;6;18;2;0;2;0
2023;Kanton;Solothurn;11;Solothurn;7;EVP;PEV;PEV;EVP;1.4800133441;0;1;6;1;5;0;0;0;
2023;Kanton;Solothurn;11;Solothurn;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.2501815185;0;4;24;14;10;1;0;1;0
2023;Kanton;Solothurn;11;Solothurn;14;SD;DS;DS;SD;;;;;;;;;;
2023;Kanton;Solothurn;11;Solothurn;31;GLP;PVL;PVL;GLP;6.0277870445;0;3;18;7;11;0;0;0;
2023;Kanton;Solothurn;11;Solothurn;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Solothurn;11;Solothurn;34;Mitte;Centre;Centro;Centre;17.855530917;0;7;42;14;28;1;0;1;0
2023;Kanton;Solothurn;11;Solothurn;35;Übrige;Autres;Rimanenti;Others;2.0328106909;0;1;3;0;3;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;15.80896419;0;1;6;2;4;1;0;1;0
1991;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;10.369520155;0;1;6;2;4;1;0;1;0
1991;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;25.296227137;1;1;6;2;4;2;1;1;50
1991;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;1.9883621994;0;1;3;0;3;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;13.292389746;0;1;6;3;3;1;0;1;0
1991;Kanton;Basel-Stadt;12;Basel-Stadt;6;LdU;AdI;AdI;LdU;7.4012528623;0;1;6;3;3;1;0;1;0
1991;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;3.267777911;0;1;6;2;4;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;1.4375938647;0;1;6;3;3;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;12;FGA;AVF;AVF;FGA;7.7532991851;0;1;6;3;3;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;4.4055756371;0;1;6;3;3;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;14;SD;DS;DS;SD;3.2335154952;0;1;3;1;2;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.9202313855;0;1;6;0;6;0;0;0;
1991;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;4.8252902312;0;4;12;3;9;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;12.157482091;0;1;6;2;4;1;0;1;0
1995;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;9.6979525072;0;1;6;2;4;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;35.525128321;1;1;6;3;3;4;1;3;25
1995;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;14.864628575;0;1;6;2;4;1;0;1;0
1995;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;4.1336228778;0;1;6;3;3;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;9;PdA/Sol.;PST/Sol.;PdL/Sol.;PdA/Sol.;1.9783969767;0;2;12;7;5;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;12;FGA;AVF;AVF;FGA;6.0087991426;0;2;12;9;3;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;5.5789948672;0;1;6;3;3;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;14;SD;DS;DS;SD;6.8963280501;0;1;6;0;6;0;0;0;
1995;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;3.1586665915;0;3;8;6;2;0;0;0;
1999;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;12.14041489;0;2;12;5;7;1;0;1;0
1999;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;8.5877562856;0;1;6;3;3;0;0;0;
1999;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;33.260943107;1;1;6;3;3;3;1;2;33.333333333
1999;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;13.557310104;0;1;6;2;4;1;0;1;0
1999;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;10.677004676;0;1;6;2;4;1;0;1;0
1999;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;3.7674129203;0;1;6;3;3;0;0;0;
1999;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;8.7106887844;0;1;6;4;2;0;0;0;
1999;Kanton;Basel-Stadt;12;Basel-Stadt;14;SD;DS;DS;SD;3.834769056;0;1;6;3;3;0;0;0;
1999;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;5.4637001776;0;3;18;7;11;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;9.9116367398;0;2;10;3;7;1;0;1;0
2003;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;6.5942942986;0;1;5;2;3;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;40.91920466;1;2;10;3;7;3;1;2;33.333333333
