id,date,titre_court_de,titre_court_fr,titre_court_en,titre_complet_de,titre_complet_fr,mot_cle,swissvoteslink,forme,d1e1,d1e2,d1e3,d2e1,d2e2,d2e3,d3e1,d3e2,d3e3,cf-pos,legislature,annee_legislatur,info_br-de,info_br-fr,info_br-en,info_amt-de,info_amt-fr,info_amt-en,easyvideo_de,easyvideo_fr,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-ucsp,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,w-fdp,w-sp,w-svp,w-mitte,w-evp,w-gps,w-glp,w-csp,w-pda,w-sd,w-edu,w-fps,w-lega,w-kvp,w-mcg,w-cvp,w-bdp,w-lps,w-ldu,w-poch,w-rep,w-ubrige,ja-lager,nein-lager,keinepar-summe,freigabe-summe,unbekannt-summe,neutral-summe,poster_ja_mfg,poster_nein_mfg,volk,stand,annahme,berecht,stimmen,bet,leer,ungultig,gultig,volkja,volknein,volkja-proz,kt-ja,kt-nein,ktjaproz,zh-berecht,zh-stimmen,zh-bet,zh-gultig,zh-ja,zh-nein,zh-japroz,zh-annahme,be-berecht,be-stimmen,be-bet,be-gultig,be-ja,be-nein,be-japroz,be-annahme,lu-berecht,lu-stimmen,lu-bet,lu-gultig,lu-ja,lu-nein,lu-japroz,lu-annahme,ur-berecht,ur-stimmen,ur-bet,ur-gultig,ur-ja,ur-nein,ur-japroz,ur-annahme,sz-berecht,sz-stimmen,sz-bet,sz-gultig,sz-ja,sz-nein,sz-japroz,sz-annahme,ow-berecht,ow-stimmen,ow-bet,ow-gultig,ow-ja,ow-nein,ow-japroz,ow-annahme,nw-berecht,nw-stimmen,nw-bet,nw-gultig,nw-ja,nw-nein,nw-japroz,nw-annahme,gl-berecht,gl-stimmen,gl-bet,gl-gultig,gl-ja,gl-nein,gl-japroz,gl-annahme,zg-berecht,zg-stimmen,zg-bet,zg-gultig,zg-ja,zg-nein,zg-japroz,zg-annahme,fr-berecht,fr-stimmen,fr-bet,fr-gultig,fr-ja,fr-nein,fr-japroz,fr-annahme,so-berecht,so-stimmen,so-bet,so-gultig,so-ja,so-nein,so-japroz,so-annahme,bs-berecht,bs-stimmen,bs-bet,bs-gultig,bs-ja,bs-nein,bs-japroz,bs-annahme,bl-berecht,bl-stimmen,bl-bet,bl-gultig,bl-ja,bl-nein,bl-japroz,bl-annahme,sh-berecht,sh-stimmen,sh-bet,sh-gultig,sh-ja,sh-nein,sh-japroz,sh-annahme,ar-berecht,ar-stimmen,ar-bet,ar-gultig,ar-ja,ar-nein,ar-japroz,ar-annahme,ai-berecht,ai-stimmen,ai-bet,ai-gultig,ai-ja,ai-nein,ai-japroz,ai-annahme,sg-berecht,sg-stimmen,sg-bet,sg-gultig,sg-ja,sg-nein,sg-japroz
566,25.11.2012,Tierseuchengesetz,Loi sur les épizooties,Epizootics Act,Änderung des Tierseuchengesetzes (TSG),Modification de la loi sur les épizooties (LFE),.,https://swissvotes.ch/vote/566.00,2.00,5.00,5.20,.,.,.,.,.,.,.,1.00,49.00,2011-2015,,,,,,,.,.,1.00,1.00,2.00,9999.00,1.00,1.00,1.00,.,.,2.00,2.00,.,.,.,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,1.00,1.00,1.00,.,.,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,67.60,27.90,0.00,0.00,4.50,.,.,.,1.00,3.00,1.00,5166732.00,1425830.00,27.60,35888.00,4238.00,1385704.00,946220.00,439484.00,68.28,21.50,1.50,93.48,885022.00,296337.00,33.48,287506.00,193135.00,94371.00,67.18,1.00,719780.00,185201.00,25.73,181721.00,122657.00,59064.00,67.50,1.00,263083.00,73969.00,28.12,72522.00,44866.00,27656.00,61.87,1.00,26167.00,7106.00,27.16,6974.00,2947.00,4027.00,42.26,0.00,99197.00,29423.00,29.66,29189.00,14683.00,14506.00,50.30,1.00,25444.00,8181.00,32.15,7909.00,4017.00,3892.00,50.79,1.00,30476.00,7900.00,25.92,7708.00,4101.00,3607.00,53.20,1.00,26124.00,4060.00,15.54,4009.00,2288.00,1721.00,57.07,1.00,72602.00,24128.00,33.23,23737.00,13651.00,10086.00,57.51,1.00,188482.00,53883.00,28.59,51910.00,35943.00,15967.00,69.24,1.00,174689.00,37382.00,21.40,36908.00,24582.00,12326.00,66.60,1.00,114092.00,36566.00,32.05,35552.00,27743.00,7809.00,78.03,1.00,186621.00,51537.00,27.62,49880.00,36265.00,13615.00,72.70,1.00,50479.00,28721.00,56.90,24896.00,16755.00,8141.00,67.30,1.00,37778.00,11746.00,31.09,11522.00,6316.00,5206.00,54.82,1.00,11412.00,2602.00,22.80,2518.00,1124.00,1394.00,44.64,0.00,313554.00,91705.00,29.25,89565.00,53547.00,36018.00,59.79
567,03.03.2013,Bundesbeschluss über die Familienpolitik,Arrêté fédéral sur la politique familiale,Federal decree on family policy,Bundesbeschluss über die Familienpolitik,Arrêté fédéral sur la politique familiale,.,https://swissvotes.ch/vote/567.00,1.00,10.00,10.30,10.34,.,.,.,.,.,.,1.00,49.00,2011-2015,,,,,,,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,1.00,.,5.00,2.00,2.00,.,2.00,.,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,.,2.00,1.00,1.00,1.00,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,52.50,43.00,0.00,0.20,4.30,.,.,.,1.00,0.00,0.00,5174961.00,2412095.00,46.61,42998.00,6615.00,2362482.00,1283951.00,1078531.00,54.35,10.00,13.00,43.48,886472.00,409227.00,46.16,401960.00,215322.00,186638.00,53.57,1.00,720162.00,312622.00,43.41,307508.00,151973.00,155535.00,49.42,0.00,263813.00,122242.00,46.34,120312.00,58727.00,61585.00,48.81,0.00,26214.00,10842.00,41.36,10711.00,3409.00,7302.00,31.83,0.00,99707.00,48981.00,49.12,48606.00,17917.00,30689.00,36.86,0.00,25521.00,13180.00,51.64,12637.00,4804.00,7833.00,38.02,0.00,30567.00,15027.00,49.16,14626.00,6002.00,8624.00,41.04,0.00,26096.00,9426.00,36.12,9265.00,3946.00,5319.00,42.59,0.00,72663.00,37592.00,51.73,37273.00,17703.00,19570.00,47.50,0.00,189090.00,84027.00,44.44,82470.00,51734.00,30736.00,62.73,1.00,174869.00,85048.00,48.64,84139.00,42444.00,41695.00,50.45,1.00,113966.00,56319.00,49.42,55139.00,35846.00,19293.00,65.01,1.00,186367.00,84424.00,45.30,82450.00,43518.00,38932.00,52.78,1.00,50483.00,32765.00,64.90,30157.00,13358.00,16799.00,44.29,0.00,37738.00,19481.00,51.62,19313.00,7845.00,11468.00,40.62,0.00,11421.00,4791.00,41.95,4647.00,1259.00,3388.00,27.09,0.00,312962.00,137411.00,43.91,136348.00,58421.00,77927.00,42.85
568,03.03.2013,Initiative «gegen die Abzockerei»,Initiative «contre les rémunérations abusives»,Initiative «Against abusive remuneration (rip-off initiative)» ,Volksinitiative «gegen die Abzockerei»,Initiative populaire «contre les rémunérations abusives»,"Abzockerinitiative, Minder-Initiative",https://swissvotes.ch/vote/568.00,3.00,4.00,4.10,4.16,4.00,4.20,.,.,.,.,2.00,49.00,2011-2015,,,,,,,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,.,1.00,.,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,2.00,2.00,.,4.00,2.00,2.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,31.80,64.80,0.00,0.00,3.40,.,.,https://www.emuseum.ch/objects/176029/ https://www.emuseum.ch/objects/176036/,1.00,1.00,1.00,5174961.00,2418825.00,46.74,34173.00,6493.00,2378159.00,1616184.00,761975.00,67.96,23.00,0.00,100.00,886472.00,412212.00,46.50,406888.00,285647.00,121241.00,70.20,1.00,720162.00,312620.00,43.41,308168.00,216810.00,91358.00,70.35,1.00,263813.00,122295.00,46.36,120361.00,79774.00,40587.00,66.28,1.00,26214.00,10857.00,41.42,10706.00,6881.00,3825.00,64.27,1.00,99707.00,49128.00,49.27,48700.00,29599.00,19101.00,60.78,1.00,25521.00,13142.00,51.49,12662.00,7105.00,5557.00,56.11,1.00,30567.00,15058.00,49.26,14654.00,8461.00,6193.00,57.74,1.00,26096.00,9449.00,36.21,9310.00,6484.00,2826.00,69.65,1.00,72663.00,37726.00,51.92,37336.00,21737.00,15599.00,58.22,1.00,189090.00,84137.00,44.50,82849.00,58204.00,24645.00,70.25,1.00,174869.00,85112.00,48.67,84017.00,57080.00,26937.00,67.94,1.00,113966.00,56635.00,49.69,55221.00,37147.00,18074.00,67.27,1.00,186367.00,84670.00,45.43,83068.00,56073.00,26995.00,67.50,1.00,50483.00,32931.00,65.23,31285.00,23737.00,7548.00,75.87,1.00,37738.00,19549.00,51.80,19382.00,12858.00,6524.00,66.34,1.00,11421.00,4782.00,41.87,4645.00,2832.00,1813.00,60.97,1.00,312962.00,137661.00,43.99,136419.00,90529.00,45890.00,66.36
569,03.03.2013,Raumplanungsgesetz,Loi sur l'aménagement du territoire,Spatial Planning Act,"Änderung des Bundesgesetzes über die Raumplanung (Raumplanungsgesetz, RPG)","Modification de la loi fédérale sur l’aménagement du territoire (Loi sur l’aménagement du territoire, LAT)",.,https://swissvotes.ch/vote/569.00,2.00,9.00,9.10,9.11,9.00,9.30,9.37,.,.,.,1.00,49.00,2011-2015,,,,.,.,.,.,.,2.00,1.00,2.00,9999.00,1.00,1.00,1.00,.,1.00,2.00,2.00,.,2.00,.,3.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,2.00,2.00,1.00,.,1.00,.,9999.00,.,1.00,.,1.00,.,.,1.00,1.00,1.00,.,.,.,.,.,.,.,.,1.00,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,52.40,43.00,0.30,0.00,4.30,.,.,https://www.emuseum.ch/objects/176015/ https://www.emuseum.ch/objects/176026/,1.00,3.00,1.00,5174961.00,2406787.00,46.51,51840.00,6491.00,2348456.00,1476942.00,871514.00,62.89,22.00,1.00,95.65,886472.00,408538.00,46.09,399485.00,284689.00,114796.00,71.26,1.00,720162.00,312620.00,43.41,306215.00,204651.00,101564.00,66.83,1.00,263813.00,121791.00,46.17,119530.00,81369.00,38161.00,68.07,1.00,26214.00,10764.00,41.06,10525.00,5887.00,4638.00,55.93,1.00,99707.00,48830.00,48.97,48245.00,27325.00,20920.00,56.64,1.00,25521.00,13173.00,51.62,12545.00,7062.00,5483.00,56.29,1.00,30567.00,14999.00,49.07,14575.00,8617.00,5958.00,59.12,1.00,26096.00,9418.00,36.09,9259.00,6166.00,3093.00,66.59,1.00,72663.00,37585.00,51.73,37140.00,26520.00,10620.00,71.41,1.00,189090.00,84016.00,44.43,82277.00,51728.00,30549.00,62.87,1.00,174869.00,84731.00,48.45,83579.00,58055.00,25524.00,69.46,1.00,113966.00,56052.00,49.18,54572.00,42626.00,11946.00,78.11,1.00,186367.00,83190.00,44.64,81102.00,57051.00,24051.00,70.34,1.00,50483.00,32749.00,64.87,29965.00,18934.00,11031.00,63.19,1.00,37738.00,19402.00,51.41,19203.00,12668.00,6535.00,65.97,1.00,11421.00,4771.00,41.77,4617.00,2556.00,2061.00,55.36,1.00,312962.00,137044.00,43.79,135478.00,87170.00,48308.00,64.34
570,09.06.2013,Initiative «Volkswahl des Bundesrates»,Initiative «Election du Conseil fédéral par le peuple»,Initiative for the election of the Federal Council by the people,Volksinitiative «Volkswahl des Bundesrates»,Initiative populaire «Election du Conseil fédéral par le peuple»,.,https://swissvotes.ch/vote/570.00,3.00,1.00,1.30,1.31,1.00,1.20,1.24,1.00,1.40,.,2.00,49.00,2011-2015,,,,,,,.,.,2.00,2.00,1.00,9999.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,.,1.00,1.00,2.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,.,2.00,.,.,2.00,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,28.30,68.70,0.00,0.00,3.00,.,.,.,0.00,0.00,0.00,5184334.00,2048664.00,39.52,12777.00,5516.00,2030371.00,480291.00,1550080.00,23.66,0.00,23.00,0.00,887436.00,364358.00,41.06,362332.00,91556.00,270776.00,25.27,0.00,721090.00,264182.00,36.64,262622.00,54519.00,208103.00,20.76,0.00,264643.00,119960.00,45.33,118673.00,25338.00,93335.00,21.35,0.00,26200.00,8059.00,30.76,7987.00,1928.00,6059.00,24.14,0.00,99689.00,43862.00,44.00,43739.00,13311.00,30428.00,30.43,0.00,25616.00,11121.00,43.41,10873.00,2752.00,8121.00,25.31,0.00,30616.00,13191.00,43.09,12957.00,3404.00,9553.00,26.27,0.00,26062.00,7320.00,28.09,7254.00,1929.00,5325.00,26.59,0.00,72756.00,32780.00,45.05,32688.00,7432.00,25256.00,22.74,0.00,189691.00,70991.00,37.42,70387.00,13888.00,56499.00,19.73,0.00,175190.00,70477.00,40.23,70162.00,15751.00,54411.00,22.45,0.00,114035.00,51580.00,45.23,51206.00,10670.00,40536.00,20.84,0.00,186776.00,69874.00,37.41,68944.00,15091.00,53853.00,21.89,0.00,50484.00,29485.00,58.40,28170.00,8206.00,19964.00,29.13,0.00,37858.00,15256.00,40.30,15209.00,3730.00,11479.00,24.52,0.00,11445.00,3562.00,31.12,3446.00,931.00,2515.00,27.02,0.00,313623.00,113605.00,36.22,113227.00,29260.00,83967.00,25.84
571,09.06.2013,Asylgesetz,Loi sur l'asile,Asylum Act,Änderung des Asylgesetzes (AsylG) (Dringliche Änderungen des Asylgesetzes),Loi sur l'asile (LAsi) (Modifications urgentes de la loi sur l'asile),.,https://swissvotes.ch/vote/571.00,2.00,10.00,10.30,10.32,.,.,.,.,.,.,1.00,49.00,2011-2015,,,,,,,.,.,1.00,2.00,1.00,9999.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,.,1.00,1.00,2.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,.,1.00,.,2.00,2.00,1.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,68.70,28.30,0.00,0.00,3.00,.,.,.,1.00,3.00,1.00,5184334.00,2044092.00,39.43,33033.00,5878.00,2005181.00,1573007.00,432174.00,78.45,23.00,0.00,100.00,887436.00,363023.00,40.91,357209.00,284616.00,72593.00,79.68,1.00,721090.00,264163.00,36.63,259364.00,208695.00,50669.00,80.46,1.00,264643.00,119446.00,45.13,117031.00,97434.00,19597.00,83.25,1.00,26200.00,8004.00,30.55,7867.00,6500.00,1367.00,82.62,1.00,99689.00,43671.00,43.81,43299.00,37419.00,5880.00,86.42,1.00,25616.00,11074.00,43.23,10710.00,9173.00,1537.00,85.65,1.00,30616.00,13158.00,42.98,12776.00,11073.00,1703.00,86.67,1.00,26062.00,7312.00,28.06,7202.00,5961.00,1241.00,82.77,1.00,72756.00,32571.00,44.77,32207.00,27514.00,4693.00,85.43,1.00,189691.00,70814.00,37.33,69312.00,52150.00,17162.00,75.24,1.00,175190.00,70237.00,40.09,69243.00,57670.00,11573.00,83.29,1.00,114035.00,51500.00,45.16,50590.00,36112.00,14478.00,71.38,1.00,186776.00,69594.00,37.26,67889.00,54890.00,12999.00,80.85,1.00,50484.00,29433.00,58.30,27417.00,21936.00,5481.00,80.01,1.00,37858.00,15138.00,39.99,15000.00,12344.00,2656.00,82.29,1.00,11445.00,3600.00,31.45,3456.00,2999.00,457.00,86.78,1.00,313623.00,113224.00,36.10,112113.00,93645.00,18468.00,83.53
572,22.09.2013,Initiative zur Aufhebung der Wehrpflicht,Initiative pour l'abrogation du service militaire obligatoire,Initiative for the abolition of compulsory military service,Volksinitiative «Ja zur Aufhebung der Wehrpflicht»,Initiative populaire «Oui à l'abrogation du service militaire obligatoire»,.,https://swissvotes.ch/vote/572.00,3.00,3.00,3.20,3.22,.,.,.,.,.,.,2.00,49.00,2011-2015,,,,,,,https://www.youtube.com/watch?v=42GBKPkvLUg,https://www.youtube.com/watch?v=pc6WNJ-j6ds,2.00,1.00,2.00,9999.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,2.00,2.00,2.00,3.00,.,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,27.40,70.40,0.00,0.00,2.20,.,.,https://www.emuseum.ch/objects/201254/,0.00,0.00,0.00,5195333.00,2436112.00,46.89,21782.00,6534.00,2407796.00,644985.00,1762811.00,26.79,0.00,23.00,0.00,889444.00,436859.00,49.12,432876.00,123822.00,309054.00,28.60,0.00,722153.00,323281.00,44.77,320182.00,78947.00,241235.00,24.66,0.00,265444.00,127026.00,47.85,125221.00,28225.00,96996.00,22.54,0.00,26212.00,11943.00,45.56,11832.00,1770.00,10062.00,14.96,0.00,100088.00,49821.00,49.78,49662.00,8057.00,41605.00,16.22,0.00,25766.00,12901.00,50.07,12585.00,2041.00,10544.00,16.22,0.00,30589.00,15372.00,50.25,15051.00,2371.00,12680.00,15.75,0.00,26067.00,10014.00,38.42,9924.00,1777.00,8147.00,17.91,0.00,72917.00,36969.00,50.70,36781.00,7877.00,28904.00,21.42,0.00,190478.00,89238.00,46.85,88103.00,26016.00,62087.00,29.53,0.00,175570.00,78872.00,44.92,78414.00,17388.00,61026.00,22.17,0.00,114087.00,54216.00,47.52,53505.00,20904.00,32601.00,39.07,0.00,186686.00,82794.00,44.35,81622.00,22382.00,59240.00,27.42,0.00,50614.00,32349.00,63.91,31242.00,7893.00,23349.00,25.26,0.00,37981.00,19402.00,51.08,19309.00,4307.00,15002.00,22.31,0.00,11451.00,4691.00,40.97,4563.00,720.00,3843.00,15.78,0.00,314097.00,145086.00,46.19,144392.00,32272.00,112120.00,22.35
573,22.09.2013,Epidemiengesetz,Loi sur les épidémies,Epidemics Act,"Bundesgesetz über die Bekämpfung übertragbarer Krankheiten des Menschen (Epidemiengesetz, EpG)","Loi fédérale sur la lutte contre les maladies transmissibles de l'homme (Loi sur les épidémies, LEp)",.,https://swissvotes.ch/vote/573.00,2.00,10.00,10.10,10.11,.,.,.,.,.,.,1.00,49.00,2011-2015,,,,,,,.,.,1.00,1.00,2.00,9999.00,1.00,1.00,1.00,.,1.00,2.00,2.00,.,2.00,1.00,1.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,.,1.00,1.00,1.00,.,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,68.20,27.90,0.00,0.00,3.90,.,.,.,1.00,3.00,1.00,5195333.00,2424629.00,46.67,56284.00,7217.00,2361128.00,1416741.00,944387.00,60.00,20.00,3.00,86.96,889444.00,433986.00,48.79,424658.00,256865.00,167793.00,60.49,1.00,722153.00,323278.00,44.77,316019.00,173511.00,142508.00,54.91,1.00,265444.00,126246.00,47.56,122718.00,73042.00,49676.00,59.52,1.00,26212.00,11757.00,44.85,11498.00,5689.00,5809.00,49.48,0.00,100088.00,49709.00,49.67,49242.00,22402.00,26840.00,45.49,0.00,25766.00,12809.00,49.71,12282.00,6317.00,5965.00,51.43,1.00,30589.00,15293.00,50.00,14740.00,8263.00,6477.00,56.06,1.00,26067.00,9976.00,38.27,9788.00,5023.00,4765.00,51.32,1.00,72917.00,36717.00,50.35,36260.00,20811.00,15449.00,57.39,1.00,190478.00,88748.00,46.59,85969.00,56721.00,29248.00,65.98,1.00,175570.00,78598.00,44.77,77550.00,45199.00,32351.00,58.28,1.00,114087.00,53789.00,47.15,52601.00,35624.00,16977.00,67.72,1.00,186686.00,82364.00,44.12,80640.00,50236.00,30404.00,62.30,1.00,50614.00,32247.00,63.71,30865.00,15446.00,15419.00,50.04,1.00,37981.00,19240.00,50.66,19044.00,8551.00,10493.00,44.90,0.00,11451.00,4706.00,41.10,4554.00,2094.00,2460.00,45.98,0.00,314097.00,144127.00,45.89,142379.00,72005.00,70374.00,50.57
574,22.09.2013,Arbeitsgesetz (Öffnungszeiten von Tankstellenshops),Loi sur le travail (heures d'ouverture des shops des stations-service),Employment Act (opening hours of petrol station shops),"Änderung des Bundesgesetzes über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz, ArG)","Modification de la loi fédérale sur le travail dans l'industrie, l'artisanat et le commerce (Loi sur le travail, LTr)",.,https://swissvotes.ch/vote/574.00,2.00,4.00,4.20,4.21,.,.,.,.,.,.,1.00,49.00,2011-2015,,,,,,,.,.,1.00,2.00,1.00,9999.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,9999.00,9999.00,9999.00,9999.00,1.00,1.00,1.00,2.00,2.00,.,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,66.00,31.80,0.00,0.00,2.20,.,.,.,1.00,3.00,1.00,5195333.00,2425079.00,46.68,44254.00,6789.00,2374036.00,1324528.00,1049508.00,55.79,18.00,5.00,78.26,889444.00,433361.00,48.72,425241.00,266326.00,158915.00,62.63,1.00,722153.00,323280.00,44.77,317573.00,169621.00,147952.00,53.41,1.00,265444.00,126442.00,47.63,123331.00,68254.00,55077.00,55.34,1.00,26212.00,11740.00,44.79,11465.00,4983.00,6482.00,43.46,0.00,100088.00,49640.00,49.60,49212.00,27511.00,21701.00,55.90,1.00,25766.00,12840.00,49.83,12338.00,6922.00,5416.00,56.10,1.00,30589.00,15280.00,49.95,14758.00,9227.00,5531.00,62.52,1.00,26067.00,9961.00,38.21,9800.00,5234.00,4566.00,53.41,1.00,72917.00,36681.00,50.31,36291.00,23170.00,13121.00,63.85,1.00,190478.00,89004.00,46.73,87348.00,42852.00,44496.00,49.06,0.00,175570.00,78680.00,44.81,77808.00,42413.00,35395.00,54.51,1.00,114087.00,53721.00,47.09,52310.00,29872.00,22438.00,57.11,1.00,186686.00,82195.00,44.03,80456.00,46633.00,33823.00,57.96,1.00,50614.00,32258.00,63.73,30059.00,16480.00,13579.00,54.83,1.00,37981.00,19207.00,50.57,19032.00,9825.00,9207.00,51.62,1.00,11451.00,4707.00,41.11,4563.00,2296.00,2267.00,50.32,1.00,314097.00,144104.00,45.88,142650.00,74568.00,68082.00,52.27
575,24.11.2013,Initiative «1:12 – Für gerechte Löhne»,Initiative «1:12 – Pour des salaires équitables»,Initiative «1:12 – For fair wages»,Volksinitiative «1:12 - Für gerechte Löhne»,Initiative populaire «1:12 – Pour des salaires équitables»,.,https://swissvotes.ch/vote/575.00,3.00,4.00,4.20,.,.,.,.,.,.,.,2.00,49.00,2011-2015,,,,,,,https://www.youtube.com/watch?v=8Vb2rwZj2YQ,https://www.youtube.com/watch?v=7vV2IiMAFzw,2.00,1.00,2.00,9999.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,.,1.00,2.00,1.00,2.00,2.00,9999.00,9999.00,9999.00,9999.00,2.00,2.00,2.00,1.00,.,2.00,9999.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.10,18.70,26.60,.,2.00,8.40,5.40,0.30,0.90,0.20,1.30,0.00,0.80,.,0.40,12.30,5.40,0.00,0.00,0.00,0.00,2.20,28.50,68.50,0.00,0.00,3.00,.,https://www.emuseum.ch/objects/201269/ https://www.emuseum.ch/objects/201412/,https://www.emuseum.ch/objects/221813/,0.00,0.00,0.00,5204062.00,2791082.00,53.63,31218.00,8147.00,2751717.00,954787.00,1796930.00,34.70,0.00,23.00,0.00,890934.00,483782.00,54.30,479559.00,157535.00,322024.00,32.85,0.00,722827.00,381513.00,52.78,375940.00,142828.00,233112.00,37.99,0.00,265968.00,143425.00,53.93,141191.00,41917.00,99274.00,29.69,0.00,26226.00,12820.00,48.88,12641.00,4037.00,8604.00,31.94,0.00,100449.00,56970.00,56.72,56676.00,13201.00,43475.00,23.29,0.00,25790.00,14978.00,58.08,14516.00,3997.00,10519.00,27.54,0.00,30590.00,17916.00,58.57,17475.00,4396.00,13079.00,25.16,0.00,26106.00,12197.00,46.72,12067.00,4046.00,8021.00,33.53,0.00,72923.00,44415.00,60.91,44138.00,10134.00,34004.00,22.96,0.00,191279.00,101022.00,52.81,99543.00,37943.00,61600.00,38.12,0.00,175816.00,93659.00,53.27,92937.00,31474.00,61463.00,33.87,0.00,114044.00,63463.00,55.65,62564.00,25555.00,37009.00,40.85,0.00,186850.00,98665.00,52.80,96967.00,30563.00,66404.00,31.52,0.00,50637.00,33853.00,66.85,32671.00,11336.00,21335.00,34.70,0.00,38005.00,21063.00,55.42,20933.00,6532.00,14401.00,31.20,0.00,11429.00,5451.00,47.69,5312.00,1482.00,3830.00,27.90,0.00,314713.00,163710.00,52.02,162678.00,51665.00,111013.00,31.76
